################################################################################
# config_name = properties.conf
# quarks_eos_file_name = ../eos/MFT.QCD.B_90_XI_0.0015.FULL.CGS.csv
# hadrons_eos_file_name = ../eos/sly4.dat.CGS.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=0.0010334290919799653, sup_limit=0.0038030328178221195)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=0.0014804220337999998, sup_limit=0.005713572308262394)
#
# Range = EoSRange(inf_limit=0.0014804220337999998, sup_limit=0.0038030328178221195)
#
# Transition pressure (hadrons) = [  1.92134148e+34]
# Transition pressure (quarks) = [  1.92134148e+34]
#
################################################################################
# rho, pressure, chem_potential
1.40022256366e+16, 4.52844186644e+36, 0.00380303281782
1.39733374196e+16, 4.51799128979e+36, 0.0038007078821
1.39444791706e+16, 4.50755319313e+36, 0.00379838294638
1.39156509369e+16, 4.49712752417e+36, 0.00379605801066
1.38868764617e+16, 4.48672329237e+36, 0.00379373307494
1.38581357073e+16, 4.47633322613e+36, 0.00379140813922
1.38294249058e+16, 4.46595560537e+36, 0.0037890832035
1.3800764142e+16, 4.4555981159e+36, 0.00378675826778
1.37721404945e+16, 4.44525592487e+36, 0.00378443333206
1.37435467283e+16, 4.43492597924e+36, 0.00378210839634
1.37149996452e+16, 4.42461498162e+36, 0.00377978346062
1.36864927188e+16, 4.41432052729e+36, 0.0037774585249
1.36580155827e+16, 4.40403825731e+36, 0.00377513358919
1.36295821519e+16, 4.39377371709e+36, 0.00377280865347
1.36011915563e+16, 4.38352698003e+36, 0.00377048371775
1.35728306512e+16, 4.37329235113e+36, 0.00376815878203
1.35445108389e+16, 4.36307423368e+36, 0.00376583384631
1.35162369528e+16, 4.35287504642e+36, 0.00376350891059
1.34879925088e+16, 4.34268785362e+36, 0.00376118397487
1.34597862879e+16, 4.33251612438e+36, 0.00375885903915
1.34316279781e+16, 4.32236413418e+36, 0.00375653410343
1.34034992589e+16, 4.31222411562e+36, 0.00375420916771
1.33754075465e+16, 4.3020989533e+36, 0.00375188423199
1.33473653575e+16, 4.29199418397e+36, 0.00374955929627
1.33193522222e+16, 4.28190129446e+36, 0.00374723436055
1.32913740405e+16, 4.27182266338e+36, 0.00374490942483
1.32634466181e+16, 4.26176492396e+36, 0.00374258448911
1.32355484346e+16, 4.25171897359e+36, 0.00374025955339
1.3207684696e+16, 4.24168683819e+36, 0.00373793461767
1.31798725752e+16, 4.23167593695e+36, 0.00373560968195
