#central density,	central pressure, radius,	mass,   quarkRadiusPattern, quarkCoreMassPattern,   information entropy,	disequilibrium,	complexity
9.02069611054e+36, 4.74828930962e+36, 7.80741434618, 1.65863306094, -3.26806795571, -2.21311141368, 0, 0, 0
9.03785380527e+35, 1.38933665118e+35, 9.04445818115, 1.20997891548, -10.3247239511, -6.99182658652, 0, 0, 0
9.07194126649e+36, 4.78026804779e+36, 7.80162616297, 1.657119295, -3.25882462948, -2.20685190162, 0, 0, 0
9.12330504108e+36, 4.81234305367e+36, 7.79588196349, 1.65561374319, -3.24963816736, -2.20063089751, 0, 0, 0
9.17478735001e+36, 4.84451354703e+36, 7.79018129238, 1.65411631325, -3.24050802512, -2.19444803282, 0, 0, 0
9.22638810932e+36, 4.87678038001e+36, 7.78452370051, 1.65262692221, -3.23143366563, -2.18830294379, 0, 0, 0
9.24733796949e+35, 1.48420344042e+35, 9.12515517538, 1.25380190396, -10.2071086973, -6.9121784078, 0, 0, 0
9.2781072358e+36, 4.90914221892e+36, 7.77890874471, 1.65114550993, -3.2224145587, -2.18219527138, 0, 0, 0
9.32994464674e+36, 4.94159992509e+36, 7.77333598772, 1.64967198808, -3.21345018095, -2.17612466116, 0, 0, 0
9.38190025964e+36, 4.97415326741e+36, 7.76780499829, 1.64820627832, -3.2045400158, -2.17009076331, 0, 0, 0
9.4339739929e+36, 5.00680200767e+36, 7.76231535072, 1.6467483191, -3.1956835532, -2.16409323244, 0, 0, 0
9.45869409766e+35, 1.58027164715e+35, 9.19419883724, 1.29398218006, -10.0924246292, -6.83451520636, 0, 0, 0
9.48616576516e+36, 5.03954704946e+36, 7.75686662508, 1.64529803532, -3.18688028968, -2.15813172759, 0, 0, 0
9.53847549544e+36, 5.07238702931e+36, 7.75463653677, 1.64464246338, -3.17812972818, -2.15220591216, 0, 0, 0
9.59090310358e+36, 5.10532285448e+36, 7.74925971899, 1.64320408096, -3.16943137791, -2.14631545378, 0, 0, 0
9.64344850957e+36, 5.13835373071e+36, 7.74392264805, 1.64177317563, -3.16078475431, -2.14046002432, 0, 0, 0
9.67190924561e+35, 1.67753638352e+35, 9.26196157094, 1.33396655771, -9.98056203765, -6.75876268787, 0, 0, 0
9.69611163406e+36, 5.17148057951e+36, 7.73862492521, 1.64034968577, -3.15218937891, -2.13463929976, 0, 0, 0
9.74889239814e+36, 5.20470260274e+36, 7.73336615696, 1.63893354596, -3.14364477925, -2.12885296016, 0, 0, 0
9.80179072323e+36, 5.23802015652e+36, 7.72814595494, 1.63752468289, -3.13515048882, -2.1231006896, 0, 0, 0
9.85480653143e+36, 5.2714330271e+36, 7.72296393578, 1.63612304303, -3.12670604687, -2.11738217606, 0, 0, 0
9.88697087051e+35, 1.7759933002e+35, 9.31861720376, 1.37018047522, -9.87141652941, -6.68485015811, 0, 0, 0
9.90793974506e+36, 5.30494099431e+36, 7.71781972113, 1.63472854279, -3.11831099844, -2.11169711144, 0, 0, 0
9.96119028703e+36, 5.33854442785e+36, 7.71271293751, 1.63334113175, -3.10996489416, -2.10604519144, 0, 0, 0
1.00145580807e+37, 5.37224370915e+36, 7.7076432162, 1.6319607438, -3.10166729022, -2.10042611551, 0, 0, 0
1.00680430499e+37, 5.40603743593e+36, 7.70261019328, 1.63058732119, -3.0934177483, -2.09483958683, 0, 0, 0
1.01038668115e+36, 1.87563779167e+35, 9.36452828345, 1.40258421096, -9.76488872101, -6.6127103153, 0, 0, 0
1.01216451187e+37, 5.43992719191e+36, 7.69761350943, 1.62922078992, -3.08521583544, -2.08928531219, 0, 0, 0
1.01753642118e+37, 5.47391156677e+36, 7.69265280995, 1.62786109869, -3.07706112398, -2.08376300198, 0, 0, 0
1.02292002543e+37, 5.50799155563e+36, 7.6877277446, 1.62650818245, -3.06895319146, -2.07827237013, 0, 0, 0
1.02831531715e+37, 5.54216634765e+36, 7.68283796766, 1.62516198353, -3.06089162058, -2.07281313405, 0, 0, 0
1.03225852714e+36, 1.97646567889e+35, 9.40970096898, 1.43469164336, -9.66088395172, -6.54227905588, 0, 0, 0
1.03372228895e+37, 5.57643696318e+36, 7.67798313769, 1.62382245119, -3.05287599908, -2.06738501454, 0, 0, 0
1.03914093347e+37, 5.61080196687e+36, 7.67316291755, 1.62248951469, -3.04490591966, -2.06198773579, 0, 0, 0
1.04457124337e+37, 5.64526238942e+36, 7.6683769744, 1.62116313479, -3.03698097996, -2.05662102532, 0, 0, 0
1.05001321136e+37, 5.67981803256e+36, 7.66059587879, 1.61911053317, -3.02910078244, -2.05128461393, 0, 0, 0
1.05431147994e+36, 2.07847287957e+35, 9.44460027119, 1.46296482548, -9.55931201538, -6.47349529291, 0, 0, 0
1.05546683021e+37, 5.71446869951e+36, 7.65588534344, 1.61779988387, -3.02126493427, -2.04597823558, 0, 0, 0
1.0609320927e+37, 5.7492141855e+36, 7.65120806725, 1.61649559386, -3.01347304736, -2.04070162748, 0, 0, 0
1.06640899168e+37, 5.78405493269e+36, 7.64656373396, 1.61519761137, -3.00572473819, -2.0354545299, 0, 0, 0
1.07189752003e+37, 5.81899010277e+36, 7.64195203129, 1.61390588465, -2.99801962781, -2.03023668622, 0, 0, 0
1.07654442751e+36, 2.18165525483e+35, 9.47900708282, 1.49092655419, -9.460086909, -6.40630078581, 0, 0, 0
1.07739767064e+37, 5.85402077538e+36, 7.63737265083, 1.612620353, -2.99035734175, -2.02504784286, 0, 0, 0
1.08290943648e+37, 5.88914612576e+36, 7.63282528787, 1.61134098095, -2.98273750991, -2.01988774917, 0, 0, 0
1.08843281054e+37, 5.92436660026e+36, 7.62830964148, 1.61006770468, -2.97515976657, -2.01475615751, 0, 0, 0
1.09396778585e+37, 5.95968201556e+36, 7.62382541443, 1.60880047498, -2.96762375026, -2.00965282308, 0, 0, 0
1.09895628931e+36, 2.28600909866e+35, 9.51293662327, 1.51856609441, -9.36312659771, -6.34063998117, 0, 0, 0
1.09951435548e+37, 5.99509152038e+36, 7.61937231308, 1.60753925436, -2.96012910376, -2.00457750398, 0, 0, 0
1.10507251254e+37, 6.03059689579e+36, 7.61495004737, 1.60628397792, -2.95267547397, -1.9995299611, 0, 0, 0
1.11064225016e+37, 6.06619664497e+36, 7.61055833075, 1.60503460996, -2.9452625119, -1.99450995809, 0, 0, 0
1.11622356152e+37, 6.10189123823e+36, 7.60619688017, 1.60379109118, -2.9378898726, -1.98951726137, 0, 0, 0
1.12154601497e+36, 2.3915305476e+35, 9.53713502515, 1.5423949848, -9.26835279412, -6.27645986335, 0, 0, 0
1.12181643985e+37, 6.13768048861e+36, 7.60186541588, 1.60255338685, -2.93055721507, -1.98455163999, 0, 0, 0
1.12742087839e+37, 6.17356421563e+36, 7.59756366158, 1.60132144576, -2.92326420222, -1.97961286571, 0, 0, 0
1.13303687043e+37, 6.20954290701e+36, 7.59329134427, 1.60009521899, -2.91601050087, -1.97470071289, 0, 0, 0
1.13866440929e+37, 6.24561638091e+36, 7.58904819418, 1.5988746677, -2.9087957816, -1.96981495843, 0, 0, 0
1.14430348834e+37, 6.28178446188e+36, 7.58483394477, 1.59765974411, -2.90161971873, -1.96495538181, 0, 0, 0
1.14431258287e+36, 2.49821579384e+35, 9.56106976391, 1.56591627659, -9.17569075232, -6.21370981497, 0, 0, 0
1.14995410098e+37, 6.31804696761e+36, 7.58064833262, 1.59645040249, -2.89448199031, -1.96012176499, 0, 0, 0
1.15561624061e+37, 6.35440440629e+36, 7.57649109752, 1.59524659871, -2.88738227802, -1.95531389241, 0, 0, 0
1.16128990073e+37, 6.39085660598e+36, 7.5723619822, 1.5940482973, -2.8803202671, -1.95053155092, 0, 0, 0
1.1669750748e+37, 6.42740339053e+36, 7.56826073256, 1.59285544755, -2.87329564638, -1.9457745298, 0, 0, 0
1.16725499897e+36, 2.60606134563e+35, 9.57566280391, 1.58568634599, -9.08506907392, -6.15234148557, 0, 0, 0
1.17267175637e+37, 6.46404458913e+36, 7.56132078926, 1.59099258403, -2.86630810813, -1.94104262066, 0, 0, 0
1.17837993901e+37, 6.50078002406e+36, 7.55728147105, 1.58981290849, -2.85935734811, -1.93633561745, 0, 0, 0
1.18409961632e+37, 6.53761021967e+36, 7.55326923716, 1.58863855649, -2.85244306539, -1.93165331641, 0, 0, 0
1.18983078191e+37, 6.57453501572e+36, 7.54928384549, 1.58746946706, -2.84556496249, -1.92699551607, 0, 0, 0
1.19037229557e+36, 2.71506380032e+35, 9.59917963545, 1.6085978684, -8.99641952713, -6.0923086691, 0, 0, 0
1.19557342947e+37, 6.61155423782e+36, 7.54532505655, 1.58630561922, -2.83872274513, -1.92236201715, 0, 0, 0
1.20132755267e+37, 6.64866772077e+36, 7.54139263378, 1.58514696261, -2.83191612233, -1.91775262261, 0, 0, 0
1.20709314527e+37, 6.68587528731e+36, 7.53748634324, 1.58399346233, -2.82514480631, -1.91316713755, 0, 0, 0
1.212870201e+37, 6.72317821427e+36, 7.53360595377, 1.58284507413, -2.81840851245, -1.90860536924, 0, 0, 0
1.21366353025e+36, 2.82521961404e+35, 9.61354134945, 1.62779351618, -8.90967687622, -6.03356718839, 0, 0, 0
