#central density,	central pressure, radius,	mass,   quarkRadiusPattern, quarkCoreMassPattern,   information entropy,	disequilibrium,	complexity
9.01631559405e+35, 1.02194277796e+35, 8.01121256151, 0.879320513079, -10.3370484665, -7.00017265705, 0, 0, 0
9.0168334343e+36, 3.9161889724e+36, 7.40049047219, 1.51084795611, -3.26876787641, -2.2135853948, 0, 0, 0
9.05845313238e+36, 3.93762734936e+36, 7.39651486265, 1.50991667932, -3.26124993944, -2.20849430357, 0, 0, 0
9.10014162059e+36, 3.95911407305e+36, 7.38931471111, 1.50820094004, -3.25377133911, -2.20342985081, 0, 0, 0
9.14189883261e+36, 3.98064847518e+36, 7.38540473327, 1.50728117387, -3.24633175089, -2.19839181677, 0, 0, 0
9.18372470238e+36, 4.00223096904e+36, 7.38152341614, 1.50636569595, -3.23893085395, -2.19337998418, 0, 0, 0
9.20640444548e+35, 1.0954268218e+35, 8.12244131716, 0.923590672169, -10.2297749586, -6.9275278321, 0, 0, 0
9.2256191641e+36, 4.02386143428e+36, 7.37767049979, 1.50545446476, -3.23156833105, -2.18839413821, 0, 0, 0
9.26758215252e+36, 4.04553974188e+36, 7.37384572724, 1.50454745335, -3.22424386849, -2.18343406642, 0, 0, 0
9.30961360247e+36, 4.06726604491e+36, 7.36683188747, 1.50286946141, -3.2169571561, -2.17849955876, 0, 0, 0
9.35171344934e+36, 4.08904021947e+36, 7.36306989307, 1.50197344563, -3.20970788713, -2.1735904075, 0, 0, 0
9.39388162877e+36, 4.11086214202e+36, 7.35933525241, 1.50108151658, -3.20249575823, -2.16870640723, 0, 0, 0
9.39786083214e+35, 1.16963175359e+35, 8.2114046514, 0.962171922685, -10.1250365615, -6.85659976535, 0, 0, 0
9.43611807667e+36, 4.13273197035e+36, 7.35562772065, 1.50019364526, -3.19532046944, -2.16384735481, 0, 0, 0
9.4784227295e+36, 4.15464958402e+36, 7.34875887394, 1.49854525038, -3.18818172405, -2.1590130493, 0, 0, 0
9.5207955238e+36, 4.17661514668e+36, 7.345111939, 1.4976679896, -3.18107922867, -2.15420329204, 0, 0, 0
9.56323639666e+36, 4.19862825149e+36, 7.34149135908, 1.49679465758, -3.17401269307, -2.14941788647, 0, 0, 0
9.59067295702e+35, 1.24455329135e+35, 8.29883062198, 1.00092896938, -10.0227422971, -6.78732684714, 0, 0, 0
9.60574528517e+36, 4.22068935387e+36, 7.33789690073, 1.49592521771, -3.16698183027, -2.14465663826, 0, 0, 0
9.64832212702e+36, 4.2427980506e+36, 7.33116834671, 1.4943054531, -3.15998635634, -2.13991935513, 0, 0, 0
9.69096686022e+36, 4.26495450746e+36, 7.32763240183, 1.49344626096, -3.15302599046, -2.13520584691, 0, 0, 0
9.73367942291e+36, 4.28715861252e+36, 7.32412185893, 1.49259084202, -3.14610045487, -2.1305159255, 0, 0, 0
9.77645975363e+36, 4.30941024867e+36, 7.32063649521, 1.49173917678, -3.13920947479, -2.12584940483, 0, 0, 0
9.78482936912e+35, 1.32018741388e+35, 8.37484780019, 1.03671999119, -9.92280545046, -6.71965035482, 0, 0, 0
9.81930779134e+36, 4.33170959182e+36, 7.31404373757, 1.49014713193, -3.1323527784, -2.12120610082, 0, 0, 0
9.86222347511e+36, 4.35405652981e+36, 7.31061489646, 1.48930535998, -3.12553009682, -2.11658583139, 0, 0, 0
9.90520674435e+36, 4.37645123854e+36, 7.30721054734, 1.48846723062, -3.11874116404, -2.1119884164, 0, 0, 0
9.94825753903e+36, 4.39889331859e+36, 7.30383047744, 1.48763271011, -3.11198571685, -2.1074136776, 0, 0, 0
9.98031894794e+35, 1.39652991935e+35, 8.43979812013, 1.06943280717, -9.8251433296, -6.65351428994, 0, 0, 0
9.99137579902e+36, 4.42138324625e+36, 7.29736921304, 1.48606749566, -3.10526349491, -2.10286143869, 0, 0, 0
1.00345614649e+37, 4.44392031767e+36, 7.29404376233, 1.48524253661, -3.09857424058, -2.0983315252, 0, 0, 0
1.00778144771e+37, 4.46650531676e+36, 7.29074193428, 1.48442108034, -3.09191769902, -2.09382376456, 0, 0, 0
1.01211347767e+37, 4.48913753841e+36, 7.2874635257, 1.48360311225, -3.08529361799, -2.08933798595, 0, 0, 0
1.0164522305e+37, 4.51181717191e+36, 7.28112963399, 1.48206389589, -3.07870174799, -2.08487402041, 0, 0, 0
1.01771308885e+36, 1.47357704629e+35, 8.50373773332, 1.10211050484, -9.72967704041, -6.588865226, 0, 0, 0
1.02079770035e+37, 4.53454441147e+36, 7.27790402385, 1.4812551652, -3.07214184206, -2.08043170071, 0, 0, 0
1.02514988139e+37, 4.55731915172e+36, 7.27470120549, 1.48044981683, -3.06561365591, -2.0760108614, 0, 0, 0
1.02950876784e+37, 4.58014128673e+36, 7.26846186783, 1.47893015364, -3.05911694774, -2.07161133874, 0, 0, 0
1.03387435394e+37, 4.60301071052e+36, 7.26531051829, 1.47813381189, -3.05265147828, -2.06723297071, 0, 0, 0
1.03752546867e+36, 1.55132503207e+35, 8.55706217346, 1.13158676099, -9.63633127642, -6.52565216601, 0, 0, 0
1.03824663395e+37, 4.62592762647e+36, 7.26218135358, 1.47734076508, -3.04621701073, -2.06287559695, 0, 0, 0
1.04262560217e+37, 4.64889192973e+36, 7.25907418614, 1.4765509839, -3.03981331078, -2.05853905877, 0, 0, 0
1.04701125293e+37, 4.67190351598e+36, 7.25295539026, 1.47505592275, -3.03344014649, -2.05422319912, 0, 0, 0
1.05140358056e+37, 4.69496228186e+36, 7.24989800561, 1.47427485665, -3.02709728836, -2.04992786257, 0, 0, 0
1.05580257944e+37, 4.71806844026e+36, 7.24686203758, 1.47349696634, -3.0207845092, -2.04565289529, 0, 0, 0
1.05746801266e+36, 1.6297699995e+35, 8.60962077752, 1.16095604827, -9.54503412142, -6.46382640887, 0, 0, 0
1.06020824399e+37, 4.74122188595e+36, 7.24083280516, 1.47202043738, -3.01450158416, -2.04139814499, 0, 0, 0
1.06462056861e+37, 4.76442283676e+36, 7.23784538743, 1.47125104639, -3.0082482907, -2.03716346097, 0, 0, 0
1.06903954779e+37, 4.78767055765e+36, 7.23487882452, 1.47048474281, -3.00202440852, -2.03294869405, 0, 0, 0
1.07346517598e+37, 4.8109659026e+36, 7.22893711332, 1.46902632285, -2.99582971957, -2.02875369658, 0, 0, 0
1.07753972676e+36, 1.70890867047e+35, 8.66143664807, 1.19019970742, -9.45571686471, -6.40334142418, 0, 0, 0
1.07789744771e+37, 4.8343081327e+36, 7.22601790739, 1.46826831518, -2.98966400802, -2.02457832239, 0, 0, 0
1.0823363575e+37, 4.85769779336e+36, 7.22311901272, 1.46751331687, -2.98352706019, -2.02042242677, 0, 0, 0
1.08678189992e+37, 4.8811344642e+36, 7.22024026161, 1.46676131062, -2.97741866458, -2.01628586651, 0, 0, 0
1.09123406955e+37, 4.90461836946e+36, 7.21441014941, 1.46532568802, -2.97133861178, -2.01216849979, 0, 0, 0
1.095692861e+37, 4.92814941283e+36, 7.21157724109, 1.46458171157, -2.96528669453, -2.00807018625, 0, 0, 0
1.09773964327e+36, 1.78873724314e+35, 8.70316354602, 1.21614545459, -9.36831382779, -6.34415273496, 0, 0, 0
1.10015826891e+37, 4.95172750019e+36, 7.20876395566, 1.46384065059, -2.95926270758, -2.00399078691, 0, 0, 0
1.10463028793e+37, 4.97535286417e+36, 7.20301686609, 1.46242222361, -2.95326644776, -1.99993016417, 0, 0, 0
1.10910891275e+37, 4.99902507624e+36, 7.20024831512, 1.46168900376, -2.94729771393, -1.99588818183, 0, 0, 0
1.1135941381e+37, 5.02274437786e+36, 7.19749888292, 1.46095862236, -2.94135630687, -1.99186470498, 0, 0, 0
1.1180668198e+36, 1.86925260327e+35, 8.73507923189, 1.23877813164, -9.2827622018, -6.2862178075, 0, 0, 0
1.11808595867e+37, 5.04651067074e+36, 7.19183297215, 1.45955701379, -2.93544202945, -1.98785960011, 0, 0, 0
1.12258436925e+37, 5.07032419556e+36, 7.18912720037, 1.4588342922, -2.92955468638, -1.98387273499, 0, 0, 0
1.12708936463e+37, 5.0941845243e+36, 7.18644005925, 1.458114332, -2.92369408431, -1.97990397868, 0, 0, 0
1.13160093958e+37, 5.11809190553e+36, 7.18085353834, 1.45672917167, -2.91786003183, -1.97595320155, 0, 0, 0
1.13611908897e+37, 5.14204658236e+36, 7.17820901648, 1.45601669039, -2.91205233934, -1.97202027522, 0, 0, 0
1.13852033813e+36, 1.95045118904e+35, 8.77584780788, 1.26438860004, -9.19900189505, -6.22949594817, 0, 0, 0
1.14064380762e+37, 5.16604778541e+36, 7.17267638168, 1.45464297091, -2.90627081916, -1.96810507257, 0, 0, 0
1.14517509042e+37, 5.19009610488e+36, 7.1700737854, 1.45393784953, -2.90051528536, -1.96420746771, 0, 0, 0
