# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
3.07331000661e+16, 2.47130298183e+37, 4.5e+39, 0.0116302116558
3.06038374342e+16, 2.4604419644e+37, 4.49e+39, 0.0116060492141
3.04748436389e+16, 2.44960456466e+37, 4.48e+39, 0.0115818855579
3.03461186939e+16, 2.43879078303e+37, 4.47e+39, 0.0115577206825
3.02176626126e+16, 2.42800061994e+37, 4.46e+39, 0.0115335545836
3.00894754087e+16, 2.4172340758e+37, 4.45e+39, 0.0115093872564
2.9961557096e+16, 2.40649115104e+37, 4.44e+39, 0.0114852186966
2.98339076881e+16, 2.39577184608e+37, 4.43e+39, 0.0114610488994
2.97065271988e+16, 2.38507616133e+37, 4.42e+39, 0.0114368778602
2.9579415642e+16, 2.37440409724e+37, 4.41e+39, 0.0114127055744
2.94525730316e+16, 2.36375565423e+37, 4.4e+39, 0.0113885320373
2.93259993815e+16, 2.35313083272e+37, 4.39e+39, 0.0113643572441
2.91996947057e+16, 2.34252963316e+37, 4.38e+39, 0.0113401811902
2.90736590183e+16, 2.33195205596e+37, 4.37e+39, 0.0113160038707
2.89478923334e+16, 2.32139810158e+37, 4.36e+39, 0.0112918252808
2.88223946651e+16, 2.31086777044e+37, 4.35e+39, 0.0112676454157
2.86971660278e+16, 2.30036106298e+37, 4.34e+39, 0.0112434642706
2.85722064355e+16, 2.28987797964e+37, 4.33e+39, 0.0112192818405
2.84475159027e+16, 2.27941852086e+37, 4.32e+39, 0.0111950981206
2.83230944437e+16, 2.26898268709e+37, 4.31e+39, 0.0111709131058
2.8198942073e+16, 2.25857047877e+37, 4.3e+39, 0.0111467267913
2.80750588051e+16, 2.24818189635e+37, 4.29e+39, 0.0111225391719
2.79514446545e+16, 2.23781694028e+37, 4.28e+39, 0.0110983502427
2.78280996357e+16, 2.227475611e+37, 4.27e+39, 0.0110741599986
2.77050237636e+16, 2.21715790898e+37, 4.26e+39, 0.0110499684344
2.75822170527e+16, 2.20686383465e+37, 4.25e+39, 0.011025775545
2.74596795178e+16, 2.19659338848e+37, 4.24e+39, 0.0110015813253
2.73374111739e+16, 2.18634657093e+37, 4.23e+39, 0.01097738577
2.72154120357e+16, 2.17612338245e+37, 4.22e+39, 0.010953188874
2.70936821182e+16, 2.16592382351e+37, 4.21e+39, 0.0109289906319
2.69722214364e+16, 2.15574789456e+37, 4.2e+39, 0.0109047910385
2.68510300055e+16, 2.14559559607e+37, 4.19e+39, 0.0108805900883
2.67301078404e+16, 2.13546692852e+37, 4.18e+39, 0.0108563877761
2.66094549564e+16, 2.12536189236e+37, 4.17e+39, 0.0108321840965
2.64890713688e+16, 2.11528048807e+37, 4.16e+39, 0.0108079790439
2.63689570928e+16, 2.10522271612e+37, 4.15e+39, 0.010783772613
2.62491121438e+16, 2.09518857698e+37, 4.14e+39, 0.0107595647982
2.61295365373e+16, 2.08517807113e+37, 4.13e+39, 0.0107353555939
2.60102302887e+16, 2.07519119905e+37, 4.12e+39, 0.0107111449947
2.58911934136e+16, 2.06522796122e+37, 4.11e+39, 0.0106869329948
2.57724259276e+16, 2.05528835811e+37, 4.1e+39, 0.0106627195887
2.56539278463e+16, 2.04537239022e+37, 4.09e+39, 0.0106385047707
2.55356991856e+16, 2.03548005802e+37, 4.08e+39, 0.0106142885349
2.54177399611e+16, 2.02561136201e+37, 4.07e+39, 0.0105900708757
2.53000501889e+16, 2.01576630268e+37, 4.06e+39, 0.0105658517873
2.51826298848e+16, 2.00594488051e+37, 4.05e+39, 0.0105416312638
2.50654790648e+16, 1.996147096e+37, 4.04e+39, 0.0105174092994
2.49485977449e+16, 1.98637294965e+37, 4.03e+39, 0.0104931858881
2.48319859415e+16, 1.97662244196e+37, 4.02e+39, 0.010468961024
2.47156436705e+16, 1.96689557341e+37, 4.01e+39, 0.0104447347011
2.45995709483e+16, 1.95719234453e+37, 4e+39, 0.0104205069134
2.44837677912e+16, 1.9475127558e+37, 3.99e+39, 0.0103962776547
2.43682342156e+16, 1.93785680774e+37, 3.98e+39, 0.010372046919
2.4252970238e+16, 1.92822450086e+37, 3.97e+39, 0.0103478147002
2.41379758749e+16, 1.91861583566e+37, 3.96e+39, 0.010323580992
2.40232511429e+16, 1.90903081266e+37, 3.95e+39, 0.0102993457881
2.39087960587e+16, 1.89946943237e+37, 3.94e+39, 0.0102751090824
2.3794610639e+16, 1.88993169531e+37, 3.93e+39, 0.0102508708685
2.36806949007e+16, 1.880417602e+37, 3.92e+39, 0.0102266311401
2.35670488607e+16, 1.87092715297e+37, 3.91e+39, 0.0102023898907
2.34536725358e+16, 1.86146034872e+37, 3.9e+39, 0.0101781471138
2.33405659432e+16, 1.85201718979e+37, 3.89e+39, 0.0101539028031
2.32277290999e+16, 1.84259767672e+37, 3.88e+39, 0.0101296569519
2.31151620231e+16, 1.83320181002e+37, 3.87e+39, 0.0101054095536
2.300286473e+16, 1.82382959023e+37, 3.86e+39, 0.0100811606018
2.2890837238e+16, 1.81448101789e+37, 3.85e+39, 0.0100569100896
2.27790795645e+16, 1.80515609353e+37, 3.84e+39, 0.0100326580103
2.2667591727e+16, 1.7958548177e+37, 3.83e+39, 0.0100084043572
2.25563737429e+16, 1.78657719093e+37, 3.82e+39, 0.00998414912355
2.244542563e+16, 1.77732321376e+37, 3.81e+39, 0.00995989230238
2.23347474059e+16, 1.76809288676e+37, 3.8e+39, 0.00993563388682
2.22243390883e+16, 1.75888621046e+37, 3.79e+39, 0.00991137386991
2.21142006953e+16, 1.74970318542e+37, 3.78e+39, 0.00988711224466
2.20043322446e+16, 1.74054381219e+37, 3.77e+39, 0.009862849004
2.18947337543e+16, 1.73140809133e+37, 3.76e+39, 0.00983858414084
2.17854052425e+16, 1.7222960234e+37, 3.75e+39, 0.00981431764803
2.16763467274e+16, 1.71320760895e+37, 3.74e+39, 0.00979004951834
2.15675582272e+16, 1.70414284856e+37, 3.73e+39, 0.00976577974455
2.14590397602e+16, 1.69510174278e+37, 3.72e+39, 0.00974150831933
2.13507913449e+16, 1.6860842922e+37, 3.71e+39, 0.00971723523533
2.12428129997e+16, 1.67709049737e+37, 3.7e+39, 0.00969296048513
2.11351047433e+16, 1.66812035888e+37, 3.69e+39, 0.00966868406128
2.10276665943e+16, 1.6591738773e+37, 3.68e+39, 0.00964440595625
2.09204985714e+16, 1.65025105321e+37, 3.67e+39, 0.00962012616247
2.08136006935e+16, 1.64135188719e+37, 3.66e+39, 0.00959584467232
2.07069729795e+16, 1.63247637983e+37, 3.65e+39, 0.00957156147811
2.06006154484e+16, 1.62362453172e+37, 3.64e+39, 0.00954727657211
2.04945281193e+16, 1.61479634344e+37, 3.63e+39, 0.00952298994651
2.03887110114e+16, 1.60599181559e+37, 3.62e+39, 0.00949870159347
2.02831641438e+16, 1.59721094876e+37, 3.61e+39, 0.00947441150508
2.01778875361e+16, 1.58845374355e+37, 3.6e+39, 0.00945011967337
2.00728812075e+16, 1.57972020057e+37, 3.59e+39, 0.00942582609031
1.99681451778e+16, 1.57101032042e+37, 3.58e+39, 0.00940153074782
1.98636794663e+16, 1.5623241037e+37, 3.57e+39, 0.00937723363776
1.9759484093e+16, 1.55366155102e+37, 3.56e+39, 0.00935293475191
1.96555590775e+16, 1.545022663e+37, 3.55e+39, 0.00932863408201
1.95519044398e+16, 1.53640744025e+37, 3.54e+39, 0.00930433161973
1.94485201999e+16, 1.5278158834e+37, 3.53e+39, 0.00928002735667
1.93454063779e+16, 1.51924799305e+37, 3.52e+39, 0.0092557212844
1.92425629938e+16, 1.51070376984e+37, 3.51e+39, 0.00923141339438
1.91399900681e+16, 1.50218321439e+37, 3.5e+39, 0.00920710367803
1.9037687621e+16, 1.49368632734e+37, 3.49e+39, 0.0091827921267
1.89356556731e+16, 1.48521310931e+37, 3.48e+39, 0.00915847873169
1.88338942448e+16, 1.47676356094e+37, 3.47e+39, 0.00913416348421
1.87324033569e+16, 1.46833768288e+37, 3.46e+39, 0.00910984637541
1.86311830301e+16, 1.45993547576e+37, 3.45e+39, 0.00908552739638
1.85302332853e+16, 1.45155694023e+37, 3.44e+39, 0.00906120653813
1.84295541434e+16, 1.44320207694e+37, 3.43e+39, 0.00903688379161
1.83291456255e+16, 1.43487088653e+37, 3.42e+39, 0.0090125591477
1.82290077527e+16, 1.42656336968e+37, 3.41e+39, 0.00898823259721
1.81291405463e+16, 1.41827952703e+37, 3.4e+39, 0.00896390413086
1.80295440277e+16, 1.41001935924e+37, 3.39e+39, 0.00893957373933
1.79302182184e+16, 1.40178286698e+37, 3.38e+39, 0.00891524141319
1.78311631399e+16, 1.39357005092e+37, 3.37e+39, 0.00889090714297
1.77323788139e+16, 1.38538091173e+37, 3.36e+39, 0.0088665709191
1.76338652622e+16, 1.37721545008e+37, 3.35e+39, 0.00884223273196
1.75356225067e+16, 1.36907366666e+37, 3.34e+39, 0.00881789257182
1.74376505694e+16, 1.36095556214e+37, 3.33e+39, 0.0087935504289
1.73399494724e+16, 1.35286113721e+37, 3.32e+39, 0.00876920629334
1.7242519238e+16, 1.34479039255e+37, 3.31e+39, 0.00874486015517
1.71453598884e+16, 1.33674332887e+37, 3.3e+39, 0.0087205120044
1.70484714462e+16, 1.32871994684e+37, 3.29e+39, 0.0086961618309
1.69518539338e+16, 1.32072024718e+37, 3.28e+39, 0.00867180962449
1.68555073741e+16, 1.31274423059e+37, 3.27e+39, 0.0086474553749
1.67594317896e+16, 1.30479189777e+37, 3.26e+39, 0.00862309907177
1.66636272035e+16, 1.29686324943e+37, 3.25e+39, 0.00859874070467
1.65680936386e+16, 1.28895828628e+37, 3.24e+39, 0.00857438026308
1.64728311181e+16, 1.28107700904e+37, 3.23e+39, 0.00855001773638
1.63778396653e+16, 1.27321941844e+37, 3.22e+39, 0.00852565311389
1.62831193036e+16, 1.26538551519e+37, 3.21e+39, 0.00850128638482
1.61886700564e+16, 1.25757530003e+37, 3.2e+39, 0.00847691753828
1.60944919475e+16, 1.24978877369e+37, 3.19e+39, 0.00845254656333
1.60005850004e+16, 1.24202593689e+37, 3.18e+39, 0.0084281734489
1.59069492391e+16, 1.23428679039e+37, 3.17e+39, 0.00840379818385
1.58135846876e+16, 1.22657133493e+37, 3.16e+39, 0.00837942075694
1.57204913699e+16, 1.21887957125e+37, 3.15e+39, 0.00835504115683
1.56276693104e+16, 1.21121150011e+37, 3.14e+39, 0.00833065937209
1.55351185334e+16, 1.20356712226e+37, 3.13e+39, 0.0083062753912
1.54428390634e+16, 1.19594643846e+37, 3.12e+39, 0.00828188920253
1.5350830925e+16, 1.18834944947e+37, 3.11e+39, 0.00825750079435
1.5259094143e+16, 1.18077615607e+37, 3.1e+39, 0.00823311015486
1.51676287423e+16, 1.17322655902e+37, 3.09e+39, 0.00820871727211
1.50764347479e+16, 1.1657006591e+37, 3.08e+39, 0.00818432213409
1.4985512185e+16, 1.15819845709e+37, 3.07e+39, 0.00815992472866
1.48948610788e+16, 1.15071995378e+37, 3.06e+39, 0.00813552504358
1.48044814548e+16, 1.14326514995e+37, 3.05e+39, 0.00811112306652
1.47143733386e+16, 1.1358340464e+37, 3.04e+39, 0.00808671878502
1.46245367559e+16, 1.12842664392e+37, 3.03e+39, 0.00806231218654
1.45349717324e+16, 1.12104294333e+37, 3.02e+39, 0.00803790325839
1.44456782943e+16, 1.11368294541e+37, 3.01e+39, 0.00801349198781
1.43566564676e+16, 1.10634665099e+37, 3e+39, 0.0079890783619
1.42679062787e+16, 1.09903406089e+37, 2.99e+39, 0.00796466236765
1.41794277539e+16, 1.09174517591e+37, 2.98e+39, 0.00794024399195
1.40912209197e+16, 1.08447999689e+37, 2.97e+39, 0.00791582322155
1.40032858031e+16, 1.07723852465e+37, 2.96e+39, 0.00789140004311
1.39156224307e+16, 1.07002076003e+37, 2.95e+39, 0.00786697444313
1.38282308296e+16, 1.06282670387e+37, 2.94e+39, 0.00784254640804
1.37411110271e+16, 1.055656357e+37, 2.93e+39, 0.0078181159241
1.36542630503e+16, 1.04850972029e+37, 2.92e+39, 0.00779368297748
1.35676869268e+16, 1.04138679458e+37, 2.91e+39, 0.00776924755419
1.34813826842e+16, 1.03428758073e+37, 2.9e+39, 0.00774480964016
1.33953503504e+16, 1.02721207961e+37, 2.89e+39, 0.00772036922115
1.33095899532e+16, 1.02016029207e+37, 2.88e+39, 0.0076959262828
1.32241015207e+16, 1.013132219e+37, 2.87e+39, 0.00767148081062
1.31388850813e+16, 1.00612786127e+37, 2.86e+39, 0.00764703279
1.30539406634e+16, 9.99147219772e+36, 2.85e+39, 0.00762258220617
1.29692682956e+16, 9.92190295385e+36, 2.84e+39, 0.00759812904424
1.28848680066e+16, 9.85257089006e+36, 2.83e+39, 0.00757367328917
1.28007398254e+16, 9.78347601535e+36, 2.82e+39, 0.00754921492578
1.27168837811e+16, 9.71461833876e+36, 2.81e+39, 0.00752475393877
1.26332999029e+16, 9.64599786938e+36, 2.8e+39, 0.00750029031265
1.25499882203e+16, 9.57761461637e+36, 2.79e+39, 0.00747582403184
1.2466948763e+16, 9.50946858894e+36, 2.78e+39, 0.00745135508055
1.23841815608e+16, 9.44155979635e+36, 2.77e+39, 0.0074268834429
1.23016866435e+16, 9.37388824791e+36, 2.76e+39, 0.00740240910281
1.22194640414e+16, 9.306453953e+36, 2.75e+39, 0.00737793204407
1.21375137848e+16, 9.23925692106e+36, 2.74e+39, 0.00735345225031
1.20558359042e+16, 9.17229716157e+36, 2.73e+39, 0.00732896970499
1.19744304304e+16, 9.10557468409e+36, 2.72e+39, 0.00730448439144
1.18932973942e+16, 9.0390894982e+36, 2.71e+39, 0.00727999629278
1.18124368267e+16, 8.9728416136e+36, 2.7e+39, 0.00725550539201
1.17318487592e+16, 8.90683103999e+36, 2.69e+39, 0.00723101167194
1.16515332232e+16, 8.84105778717e+36, 2.68e+39, 0.00720651511521
1.15714902502e+16, 8.77552186498e+36, 2.67e+39, 0.00718201570429
1.14917198722e+16, 8.71022328334e+36, 2.66e+39, 0.00715751342149
1.14122221212e+16, 8.64516205221e+36, 2.65e+39, 0.00713300824893
1.13329970295e+16, 8.58033818164e+36, 2.64e+39, 0.00710850016854
1.12540446295e+16, 8.51575168171e+36, 2.63e+39, 0.0070839891621
1.11753649538e+16, 8.45140256259e+36, 2.62e+39, 0.00705947521117
1.10969580354e+16, 8.38729083451e+36, 2.61e+39, 0.00703495829715
1.10188239073e+16, 8.32341650777e+36, 2.6e+39, 0.00701043840124
1.09409626028e+16, 8.25977959271e+36, 2.59e+39, 0.00698591550445
1.08633741554e+16, 8.19638009977e+36, 2.58e+39, 0.0069613895876
1.07860585988e+16, 8.13321803945e+36, 2.57e+39, 0.00693686063131
1.07090159669e+16, 8.0702934223e+36, 2.56e+39, 0.00691232861599
1.06322462938e+16, 8.00760625896e+36, 2.55e+39, 0.00688779352186
1.0555749614e+16, 7.94515656012e+36, 2.54e+39, 0.00686325532893
