# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
1.38887371721e+16, 9.60535325746e+36, 4.5e+39, 0.00490856795182
1.38341760558e+16, 9.56388483521e+36, 4.49e+39, 0.00489934249617
1.37797175881e+16, 9.52250322007e+36, 4.48e+39, 0.00489011582593
1.37253617826e+16, 9.48120841621e+36, 4.47e+39, 0.0048808879366
1.36711086529e+16, 9.44000042782e+36, 4.46e+39, 0.00487165882365
1.36169582126e+16, 9.3988792591e+36, 4.45e+39, 0.00486242848255
1.35629104753e+16, 9.35784491428e+36, 4.44e+39, 0.00485319690871
1.35089654549e+16, 9.31689739758e+36, 4.43e+39, 0.00484396409752
1.3455123165e+16, 9.27603671325e+36, 4.42e+39, 0.00483473004435
1.34013836197e+16, 9.23526286556e+36, 4.41e+39, 0.00482549474455
1.33477468327e+16, 9.1945758588e+36, 4.4e+39, 0.00481625819343
1.3294212818e+16, 9.15397569725e+36, 4.39e+39, 0.00480702038627
1.32407815896e+16, 9.11346238524e+36, 4.38e+39, 0.00479778131832
1.31874531615e+16, 9.0730359271e+36, 4.37e+39, 0.00478854098482
1.3134227548e+16, 9.03269632716e+36, 4.36e+39, 0.00477929938095
1.3081104763e+16, 8.9924435898e+36, 4.35e+39, 0.0047700565019
1.30280848209e+16, 8.95227771941e+36, 4.34e+39, 0.00476081234279
1.29751677359e+16, 8.91219872037e+36, 4.33e+39, 0.00475156689873
1.29223535224e+16, 8.87220659711e+36, 4.32e+39, 0.00474232016481
1.28696421946e+16, 8.83230135404e+36, 4.31e+39, 0.00473307213607
1.28170337671e+16, 8.79248299563e+36, 4.3e+39, 0.00472382280752
1.27645282544e+16, 8.75275152634e+36, 4.29e+39, 0.00471457217417
1.27121256709e+16, 8.71310695065e+36, 4.28e+39, 0.00470532023096
1.26598260313e+16, 8.67354927307e+36, 4.27e+39, 0.00469606697282
1.26076293503e+16, 8.63407849812e+36, 4.26e+39, 0.00468681239464
1.25555356425e+16, 8.59469463033e+36, 4.25e+39, 0.00467755649129
1.25035449227e+16, 8.55539767425e+36, 4.24e+39, 0.00466829925759
1.24516572058e+16, 8.51618763447e+36, 4.23e+39, 0.00465904068834
1.23998725066e+16, 8.47706451556e+36, 4.22e+39, 0.00464978077831
1.23481908401e+16, 8.43802832215e+36, 4.21e+39, 0.00464051952222
1.22966122214e+16, 8.39907905885e+36, 4.2e+39, 0.00463125691478
1.22451366654e+16, 8.36021673032e+36, 4.19e+39, 0.00462199295064
1.21937641873e+16, 8.32144134121e+36, 4.18e+39, 0.00461272762446
1.21424948022e+16, 8.28275289622e+36, 4.17e+39, 0.0046034609308
1.20913285255e+16, 8.24415140004e+36, 4.16e+39, 0.00459419286425
1.20402653724e+16, 8.20563685739e+36, 4.15e+39, 0.00458492341933
1.19893053583e+16, 8.16720927302e+36, 4.14e+39, 0.00457565259052
1.19384484986e+16, 8.12886865168e+36, 4.13e+39, 0.00456638037229
1.18876948088e+16, 8.09061499815e+36, 4.12e+39, 0.00455710675907
1.18370443045e+16, 8.05244831723e+36, 4.11e+39, 0.00454783174523
1.17864970012e+16, 8.01436861374e+36, 4.1e+39, 0.00453855532513
1.17360529147e+16, 7.9763758925e+36, 4.09e+39, 0.00452927749307
1.16857120607e+16, 7.93847015839e+36, 4.08e+39, 0.00451999824334
1.1635474455e+16, 7.90065141628e+36, 4.07e+39, 0.00451071757017
1.15853401134e+16, 7.86291967106e+36, 4.06e+39, 0.00450143546777
1.1535309052e+16, 7.82527492764e+36, 4.05e+39, 0.00449215193029
1.14853812866e+16, 7.78771719098e+36, 4.04e+39, 0.00448286695186
1.14355568334e+16, 7.75024646602e+36, 4.03e+39, 0.00447358052658
1.13858357085e+16, 7.71286275775e+36, 4.02e+39, 0.00446429264849
1.13362179281e+16, 7.67556607115e+36, 4.01e+39, 0.00445500331158
1.12867035085e+16, 7.63835641126e+36, 4e+39, 0.00444571250984
1.12372924659e+16, 7.60123378312e+36, 3.99e+39, 0.0044364202372
1.11879848169e+16, 7.56419819177e+36, 3.98e+39, 0.00442712648753
1.11387805778e+16, 7.52724964232e+36, 3.97e+39, 0.00441783125469
1.10896797651e+16, 7.49038813986e+36, 3.96e+39, 0.00440853453248
1.10406823956e+16, 7.45361368952e+36, 3.95e+39, 0.00439923631467
1.09917884858e+16, 7.41692629644e+36, 3.94e+39, 0.00438993659498
1.09429980526e+16, 7.3803259658e+36, 3.93e+39, 0.00438063536709
1.08943111127e+16, 7.34381270279e+36, 3.92e+39, 0.00437133262464
1.0845727683e+16, 7.30738651262e+36, 3.91e+39, 0.00436202836122
