################################################################################
# config_name = sly_4_MFTQCD.properties.conf
# quarks_eos_file_name = ../eos.mft.qcd.NUC/MFT.QCD.B_100_XI_0.0015.FULL.NUC.csv
# hadrons_eos_file_name = ../eos.sly4/sly4.dat.NUC.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=645.01543742, sup_limit=2373.6653975955555)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=924.0063717038253, sup_limit=3566.1298585739605)
#
# Range = EoSRange(inf_limit=924.0063717038253, sup_limit=2373.6653975955555)
#
# Transition pressure (hadrons) = [ 40.72349004 MeV/fm3] = [6.5246251e34 erg/cm3]
# Transition pressure (quarks) = [ 40.72349004] = [6.5246251e34 erg/cm3]
#
################################################################################
# rho, pressure, chem_potential
2.921986e+16, 2.875201e+36, 3.384544e-03
2.915090e+16, 2.867415e+36, 3.382219e-03
2.908201e+16, 2.859639e+36, 3.379895e-03
2.901329e+16, 2.851884e+36, 3.377570e-03
2.894462e+16, 2.844136e+36, 3.375245e-03
2.887610e+16, 2.836405e+36, 3.372920e-03
2.880767e+16, 2.828688e+36, 3.370595e-03
2.873933e+16, 2.820981e+36, 3.368270e-03
2.867115e+16, 2.813293e+36, 3.365945e-03
2.860302e+16, 2.805613e+36, 3.363620e-03
2.853505e+16, 2.797952e+36, 3.361295e-03
2.846716e+16, 2.790302e+36, 3.358970e-03
2.839937e+16, 2.782664e+36, 3.356645e-03
2.833172e+16, 2.775044e+36, 3.354320e-03
2.826412e+16, 2.767430e+36, 3.351995e-03
2.819670e+16, 2.759839e+36, 3.349670e-03
2.812934e+16, 2.752255e+36, 3.347345e-03
2.806211e+16, 2.744688e+36, 3.345020e-03
2.799498e+16, 2.737134e+36, 3.342696e-03
2.792793e+16, 2.729589e+36, 3.340371e-03
2.786105e+16, 2.722065e+36, 3.338046e-03
2.779421e+16, 2.714547e+36, 3.335721e-03
2.772753e+16, 2.707049e+36, 3.333396e-03
2.766093e+16, 2.699561e+36, 3.331071e-03
2.759444e+16, 2.692087e+36, 3.328746e-03
2.752807e+16, 2.684628e+36, 3.326421e-03
2.746176e+16, 2.677177e+36, 3.324096e-03
2.739563e+16, 2.669748e+36, 3.321771e-03
2.732955e+16, 2.662325e+36, 3.319446e-03
2.726361e+16, 2.654920e+36, 3.317121e-03
2.719777e+16, 2.647527e+36, 3.314796e-03
2.713201e+16, 2.640145e+36, 3.312471e-03
2.706640e+16, 2.632781e+36, 3.310146e-03
2.700084e+16, 2.625423e+36, 3.307822e-03
2.693545e+16, 2.618088e+36, 3.305497e-03
2.687012e+16, 2.610759e+36, 3.303172e-03
2.680493e+16, 2.603447e+36, 3.300847e-03
2.673983e+16, 2.596147e+36, 3.298522e-03
2.667482e+16, 2.588859e+36, 3.296197e-03
2.660995e+16, 2.581588e+36, 3.293872e-03
2.654513e+16, 2.574323e+36, 3.291547e-03
2.648049e+16, 2.567081e+36, 3.289222e-03
2.641590e+16, 2.559845e+36, 3.286897e-03
2.635145e+16, 2.552626e+36, 3.284572e-03
2.628709e+16, 2.545419e+36, 3.282247e-03
2.622283e+16, 2.538223e+36, 3.279922e-03
2.615870e+16, 2.531045e+36, 3.277597e-03
2.609462e+16, 2.523872e+36, 3.275272e-03
2.603072e+16, 2.516723e+36, 3.272947e-03
2.596687e+16, 2.509578e+36, 3.270623e-03
2.590316e+16, 2.502453e+36, 3.268298e-03
2.583953e+16, 2.495337e+36, 3.265973e-03
2.577601e+16, 2.488234e+36, 3.263648e-03
2.571261e+16, 2.481147e+36, 3.261323e-03
2.564928e+16, 2.474068e+36, 3.258998e-03
2.558611e+16, 2.467009e+36, 3.256673e-03
2.552298e+16, 2.459956e+36, 3.254348e-03
2.546002e+16, 2.452923e+36, 3.252023e-03
2.539712e+16, 2.445898e+36, 3.249698e-03
2.533435e+16, 2.438888e+36, 3.247373e-03
2.527167e+16, 2.431891e+36, 3.245048e-03
2.520908e+16, 2.424905e+36, 3.242723e-03
2.514664e+16, 2.417936e+36, 3.240398e-03
2.508424e+16, 2.410973e+36, 3.238073e-03
2.502202e+16, 2.404032e+36, 3.235749e-03
2.495984e+16, 2.397096e+36, 3.233424e-03
2.489781e+16, 2.390180e+36, 3.231099e-03
2.483585e+16, 2.383272e+36, 3.228774e-03
2.477401e+16, 2.376378e+36, 3.226449e-03
2.471228e+16, 2.369498e+36, 3.224124e-03
2.465063e+16, 2.362628e+36, 3.221799e-03
2.458912e+16, 2.355776e+36, 3.219474e-03
2.452765e+16, 2.348929e+36, 3.217149e-03
2.446637e+16, 2.342104e+36, 3.214824e-03
2.440512e+16, 2.335284e+36, 3.212499e-03
2.434403e+16, 2.328484e+36, 3.210174e-03
2.428300e+16, 2.321692e+36, 3.207849e-03
2.422210e+16, 2.314914e+36, 3.205524e-03
2.416130e+16, 2.308149e+36, 3.203199e-03
2.410058e+16, 2.301395e+36, 3.200874e-03
2.404000e+16, 2.294658e+36, 3.198550e-03
2.397947e+16, 2.287927e+36, 3.196225e-03
2.391911e+16, 2.281217e+36, 3.193900e-03
2.385878e+16, 2.274511e+36, 3.191575e-03
2.379863e+16, 2.267827e+36, 3.189250e-03
2.373852e+16, 2.261148e+36, 3.186925e-03
2.367856e+16, 2.254487e+36, 3.184600e-03
2.361867e+16, 2.247836e+36, 3.182275e-03
2.355890e+16, 2.241198e+36, 3.179950e-03
2.349923e+16, 2.234573e+36, 3.177625e-03
2.343964e+16, 2.227959e+36, 3.175300e-03
2.338019e+16, 2.221361e+36, 3.172975e-03
2.332079e+16, 2.214770e+36, 3.170650e-03
2.326156e+16, 2.208199e+36, 3.168325e-03
2.320235e+16, 2.201632e+36, 3.166000e-03
2.314333e+16, 2.195087e+36, 3.163675e-03
