# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
1.40200511719e+16, 4.51242007885e+36, 4.5e+39, 0.00380303281782
1.39777577858e+16, 4.49712015914e+36, 4.49e+39, 0.00379962905304
1.39355022901e+16, 4.48183793475e+36, 4.48e+39, 0.00379622164448
1.38932847253e+16, 4.46657341818e+36, 4.47e+39, 0.00379281057865
1.38511051322e+16, 4.451326622e+36, 4.46e+39, 0.00378939584198
1.38089635517e+16, 4.43609755881e+36, 4.45e+39, 0.00378597742082
1.3766860025e+16, 4.42088624129e+36, 4.44e+39, 0.00378255530147
1.37247945932e+16, 4.40569268208e+36, 4.43e+39, 0.00377912947005
1.36827672977e+16, 4.39051689401e+36, 4.42e+39, 0.00377569991274
1.36407781801e+16, 4.37535888981e+36, 4.41e+39, 0.0037722666155
1.3598827282e+16, 4.36021868237e+36, 4.4e+39, 0.00376882956431
1.35569146453e+16, 4.34509628455e+36, 4.39e+39, 0.00376538874498
1.35150403118e+16, 4.3299917093e+36, 4.38e+39, 0.00376194414329
1.34732043241e+16, 4.31490496965e+36, 4.37e+39, 0.00375849574494
1.34314067241e+16, 4.29983607859e+36, 4.36e+39, 0.0037550435355
1.33896475545e+16, 4.28478504926e+36, 4.35e+39, 0.00375158750048
1.33479268579e+16, 4.26975189479e+36, 4.34e+39, 0.00374812762531
1.33062446771e+16, 4.25473662836e+36, 4.33e+39, 0.0037446638953
1.32646010551e+16, 4.23973926321e+36, 4.32e+39, 0.00374119629568
1.32229960349e+16, 4.22475981265e+36, 4.31e+39, 0.00373772481161
1.318142966e+16, 4.20979829003e+36, 4.3e+39, 0.00373424942814
1.31399019737e+16, 4.19485470875e+36, 4.29e+39, 0.00373077013023
1.30984130197e+16, 4.17992908225e+36, 4.28e+39, 0.00372728690274
1.30569628419e+16, 4.16502142406e+36, 4.27e+39, 0.00372379973048
1.30155514842e+16, 4.15013174773e+36, 4.26e+39, 0.00372030859811
1.29741789906e+16, 4.13526006684e+36, 4.25e+39, 0.00371681349019
1.29328454057e+16, 4.12040639509e+36, 4.24e+39, 0.00371331439124
1.28915507738e+16, 4.10557074618e+36, 4.23e+39, 0.00370981128564
1.28502951395e+16, 4.09075313388e+36, 4.22e+39, 0.00370630415767
1.28090785479e+16, 4.07595357205e+36, 4.21e+39, 0.00370279299157
1.27679010437e+16, 4.06117207454e+36, 4.2e+39, 0.00369927777138
1.27267626724e+16, 4.04640865529e+36, 4.19e+39, 0.00369575848113
1.26856634792e+16, 4.03166332831e+36, 4.18e+39, 0.0036922351047
1.26446035096e+16, 4.01693610763e+36, 4.17e+39, 0.00368870762588
1.26035828096e+16, 4.00222700738e+36, 4.16e+39, 0.00368517602838
1.25626014247e+16, 3.9875360417e+36, 4.15e+39, 0.00368164029574
1.25216594014e+16, 3.97286322481e+36, 4.14e+39, 0.00367810041146
1.24807567857e+16, 3.958208571e+36, 4.13e+39, 0.00367455635891
1.24398936243e+16, 3.9435720946e+36, 4.12e+39, 0.00367100812138
1.23990699637e+16, 3.92895381002e+36, 4.11e+39, 0.003667455682
1.23582858508e+16, 3.91435373168e+36, 4.1e+39, 0.00366389902382
1.23175413325e+16, 3.8997718741e+36, 4.09e+39, 0.00366033812978
1.22768364563e+16, 3.88520825186e+36, 4.08e+39, 0.00365677298272
1.22361712694e+16, 3.87066287959e+36, 4.07e+39, 0.00365320356534
1.21955458194e+16, 3.85613577198e+36, 4.06e+39, 0.00364962986027
1.21549601542e+16, 3.84162694377e+36, 4.05e+39, 0.00364605184996
1.21144143218e+16, 3.82713640978e+36, 4.04e+39, 0.00364246951682
1.20739083703e+16, 3.81266418488e+36, 4.03e+39, 0.00363888284309
1.20334423482e+16, 3.79821028402e+36, 4.02e+39, 0.00363529181094
1.1993016304e+16, 3.78377472217e+36, 4.01e+39, 0.00363169640234
1.19526302866e+16, 3.76935751441e+36, 4e+39, 0.00362809659926
1.19122843449e+16, 3.75495867586e+36, 3.99e+39, 0.00362449238344
1.1871978528e+16, 3.74057822168e+36, 3.98e+39, 0.00362088373655
1.18317128856e+16, 3.72621616716e+36, 3.97e+39, 0.00361727064015
1.1791487467e+16, 3.71187252758e+36, 3.96e+39, 0.00361365307564
1.17513023223e+16, 3.69754731836e+36, 3.95e+39, 0.00361003102434
1.17111575013e+16, 3.68324055489e+36, 3.94e+39, 0.00360640446738
1.16710530542e+16, 3.66895225271e+36, 3.93e+39, 0.00360277338582
1.16309890317e+16, 3.65468242741e+36, 3.92e+39, 0.00359913776059
1.15909654843e+16, 3.6404310946e+36, 3.91e+39, 0.00359549757244
1.15509824629e+16, 3.62619827001e+36, 3.9e+39, 0.00359185280206
1.15110400185e+16, 3.61198396941e+36, 3.89e+39, 0.00358820342994
1.14711382025e+16, 3.59778820864e+36, 3.88e+39, 0.00358454943647
1.14312770665e+16, 3.58361100363e+36, 3.87e+39, 0.00358089080195
1.13914566621e+16, 3.56945237034e+36, 3.86e+39, 0.00357722750643
1.13516770414e+16, 3.55531232483e+36, 3.85e+39, 0.00357355952995
1.13119382565e+16, 3.54119088323e+36, 3.84e+39, 0.00356988685232
1.12722403598e+16, 3.52708806171e+36, 3.83e+39, 0.00356620945326
1.12325834039e+16, 3.51300387654e+36, 3.82e+39, 0.00356252731231
1.11929674419e+16, 3.49893834405e+36, 3.81e+39, 0.00355884040892
1.11533925267e+16, 3.48489148066e+36, 3.8e+39, 0.00355514872237
1.11138587117e+16, 3.47086330284e+36, 3.79e+39, 0.00355145223178
1.10743660504e+16, 3.45685382713e+36, 3.78e+39, 0.00354775091614
1.10349145967e+16, 3.44286307016e+36, 3.77e+39, 0.00354404475429
1.09955044047e+16, 3.42889104863e+36, 3.76e+39, 0.00354033372493
1.09561355284e+16, 3.4149377793e+36, 3.75e+39, 0.00353661780659
1.09168080226e+16, 3.40100327903e+36, 3.74e+39, 0.00353289697766
1.08775219419e+16, 3.38708756474e+36, 3.73e+39, 0.0035291712164
1.08382773414e+16, 3.37319065341e+36, 3.72e+39, 0.00352544050085
1.07990742762e+16, 3.35931256212e+36, 3.71e+39, 0.00352170480895
1.07599128019e+16, 3.34545330803e+36, 3.7e+39, 0.00351796411847
1.07207929742e+16, 3.33161290836e+36, 3.69e+39, 0.00351421840702
1.06817148492e+16, 3.31779138043e+36, 3.68e+39, 0.00351046765205
1.06426784829e+16, 3.30398874159e+36, 3.67e+39, 0.00350671183081
1.06036839319e+16, 3.29020500934e+36, 3.66e+39, 0.00350295092045
1.05647312532e+16, 3.27644020122e+36, 3.65e+39, 0.00349918489793
1.05258205034e+16, 3.26269433484e+36, 3.64e+39, 0.00349541374001
1.048695174e+16, 3.24896742791e+36, 3.63e+39, 0.00349163742331
1.04481250205e+16, 3.23525949824e+36, 3.62e+39, 0.00348785592429
1.04093404027e+16, 3.22157056366e+36, 3.61e+39, 0.00348406921921
1.03705979446e+16, 3.20790064216e+36, 3.6e+39, 0.00348027728418
1.03318977045e+16, 3.19424975173e+36, 3.59e+39, 0.00347648009508
1.02932397412e+16, 3.18061791054e+36, 3.58e+39, 0.00347267762771
1.02546241133e+16, 3.16700513677e+36, 3.57e+39, 0.0034688698576
1.021605088e+16, 3.15341144871e+36, 3.56e+39, 0.00346505676014
1.01775201008e+16, 3.13983686473e+36, 3.55e+39, 0.00346123831051
1.01390318353e+16, 3.12628140331e+36, 3.54e+39, 0.00345741448376
1.01005861435e+16, 3.11274508299e+36, 3.53e+39, 0.00345358525468
1.00621830857e+16, 3.0992279224e+36, 3.52e+39, 0.00344975059792
1.00238227223e+16, 3.08572994029e+36, 3.51e+39, 0.00344591048794
9.98550511427e+15, 3.07225115545e+36, 3.5e+39, 0.00344206489896
9.94723032259e+15, 3.0587915868e+36, 3.49e+39, 0.00343821380505
9.90899840872e+15, 3.04535125334e+36, 3.48e+39, 0.00343435718008
9.87080943431e+15, 3.03193017414e+36, 3.47e+39, 0.0034304949977
9.83266346135e+15, 3.0185283684e+36, 3.46e+39, 0.00342662723137
9.79456055211e+15, 3.00514585538e+36, 3.45e+39, 0.00342275385433
9.75650076921e+15, 2.99178265445e+36, 3.44e+39, 0.00341887483966
9.71848417543e+15, 2.97843878507e+36, 3.43e+39, 0.00341499016016
9.68051083403e+15, 2.96511426679e+36, 3.42e+39, 0.00341109978849
9.64258080847e+15, 2.95180911928e+36, 3.41e+39, 0.00340720369706
9.60469416252e+15, 2.93852336226e+36, 3.4e+39, 0.00340330185806
9.56685096034e+15, 2.9252570156e+36, 3.39e+39, 0.00339939424351
9.5290512663e+15, 2.91201009923e+36, 3.38e+39, 0.00339548082515
9.49129514513e+15, 2.89878263319e+36, 3.37e+39, 0.00339156157453
9.45358266187e+15, 2.88557463762e+36, 3.36e+39, 0.00338763646296
9.41591388193e+15, 2.87238613277e+36, 3.35e+39, 0.00338370546156
9.37828887098e+15, 2.85921713898e+36, 3.34e+39, 0.00337976854118
9.34070769503e+15, 2.84606767669e+36, 3.33e+39, 0.00337582567245
9.30317042044e+15, 2.83293776645e+36, 3.32e+39, 0.00337187682579
9.26567711387e+15, 2.81982742891e+36, 3.31e+39, 0.00336792197134
9.22822784232e+15, 2.80673668482e+36, 3.3e+39, 0.00336396107903
9.19082267321e+15, 2.79366555507e+36, 3.29e+39, 0.00335999411857
9.1534616741e+15, 2.78061406058e+36, 3.28e+39, 0.00335602105934
9.1161449131e+15, 2.76758222245e+36, 3.27e+39, 0.00335204187058
9.07887245857e+15, 2.75457006186e+36, 3.26e+39, 0.00334805652122
9.04164437922e+15, 2.7415776001e+36, 3.25e+39, 0.00334406497994
9.00446074411e+15, 2.72860485857e+36, 3.24e+39, 0.00334006721517
8.96732162265e+15, 2.71565185877e+36, 3.23e+39, 0.00333606319509
8.93022708465e+15, 2.70271862235e+36, 3.22e+39, 0.00333205288761
8.89317720023e+15, 2.68980517102e+36, 3.21e+39, 0.00332803626039
8.85617203985e+15, 2.67691152662e+36, 3.2e+39, 0.00332401328078
8.81921167441e+15, 2.66403771114e+36, 3.19e+39, 0.00331998391592
8.78229617511e+15, 2.65118374663e+36, 3.18e+39, 0.00331594813262
8.74542561355e+15, 2.6383496553e+36, 3.17e+39, 0.00331190589745
8.70860006172e+15, 2.62553545946e+36, 3.16e+39, 0.0033078571767
8.67181959195e+15, 2.61274118154e+36, 3.15e+39, 0.00330380193635
8.63508427696e+15, 2.59996684407e+36, 3.14e+39, 0.00329974014212
8.59839418989e+15, 2.58721246974e+36, 3.13e+39, 0.00329567175942
8.56174940422e+15, 2.57447808133e+36, 3.12e+39, 0.00329159675338
8.5251499938e+15, 2.56176370175e+36, 3.11e+39, 0.00328751508882
8.48859603299e+15, 2.54906935405e+36, 3.1e+39, 0.0032834267303
8.45208759639e+15, 2.53639506137e+36, 3.09e+39, 0.00327933164202
8.41562475911e+15, 2.523740847e+36, 3.08e+39, 0.0032752297879
8.37920759665e+15, 2.51110673436e+36, 3.07e+39, 0.00327112113157
8.34283618483e+15, 2.49849274698e+36, 3.06e+39, 0.00326700563629
8.30651059999e+15, 2.48589890853e+36, 3.05e+39, 0.00326288326505
8.27023091886e+15, 2.47332524281e+36, 3.04e+39, 0.00325875398052
8.23399721852e+15, 2.46077177375e+36, 3.03e+39, 0.003254617745
8.19780957653e+15, 2.44823852541e+36, 3.02e+39, 0.0032504745205
8.16166807087e+15, 2.43572552198e+36, 3.01e+39, 0.00324632426869
8.12557277994e+15, 2.42323278779e+36, 3e+39, 0.00324216695088
8.08952378258e+15, 2.41076034731e+36, 2.99e+39, 0.00323800252806
8.05352115805e+15, 2.39830822514e+36, 2.98e+39, 0.00323383096087
8.01756498605e+15, 2.38587644602e+36, 2.97e+39, 0.0032296522096
7.98165534674e+15, 2.37346503483e+36, 2.96e+39, 0.00322546623417
7.94579232073e+15, 2.36107401659e+36, 2.95e+39, 0.00322127299416
7.90997598904e+15, 2.34870341645e+36, 2.94e+39, 0.00321707244877
7.87420643322e+15, 2.33635325974e+36, 2.93e+39, 0.00321286455686
7.83848373522e+15, 2.32402357189e+36, 2.92e+39, 0.00320864927688
7.80280797745e+15, 2.3117143785e+36, 2.91e+39, 0.00320442656692
7.76717924284e+15, 2.29942570532e+36, 2.9e+39, 0.00320019638471
7.73159761476e+15, 2.28715757823e+36, 2.89e+39, 0.00319595868755
7.69606317704e+15, 2.27491002328e+36, 2.88e+39, 0.00319171343237
7.66057601404e+15, 2.26268306667e+36, 2.87e+39, 0.00318746057572
7.62513621056e+15, 2.25047673473e+36, 2.86e+39, 0.00318320007372
7.5897438519e+15, 2.23829105397e+36, 2.85e+39, 0.00317893188209
7.55439902388e+15, 2.22612605104e+36, 2.84e+39, 0.00317465595615
7.51910181279e+15, 2.21398175276e+36, 2.83e+39, 0.00317037225079
7.48385230543e+15, 2.20185818609e+36, 2.82e+39, 0.00316608072048
7.44865058914e+15, 2.18975537818e+36, 2.81e+39, 0.00316178131927
7.41349675173e+15, 2.1776733563e+36, 2.8e+39, 0.00315747400077
7.37839088155e+15, 2.16561214793e+36, 2.79e+39, 0.00315315871815
7.34333306748e+15, 2.15357178068e+36, 2.78e+39, 0.00314883542412
7.3083233989e+15, 2.14155228233e+36, 2.77e+39, 0.00314450407097
7.27336196578e+15, 2.12955368085e+36, 2.76e+39, 0.00314016461052
7.23844885854e+15, 2.11757600436e+36, 2.75e+39, 0.00313581699411
7.20358416824e+15, 2.10561928115e+36, 2.74e+39, 0.00313146117263
7.16876798642e+15, 2.0936835397e+36, 2.73e+39, 0.00312709709648
7.1340004052e+15, 2.08176880864e+36, 2.72e+39, 0.0031227247156
7.09928151727e+15, 2.0698751168e+36, 2.71e+39, 0.00311834397942
7.06461141587e+15, 2.05800249317e+36, 2.7e+39, 0.00311395483689
7.0299901948e+15, 2.04615096694e+36, 2.69e+39, 0.00310955723644
6.99541794849e+15, 2.03432056747e+36, 2.68e+39, 0.00310515112602
6.96089477187e+15, 2.02251132428e+36, 2.67e+39, 0.00310073645303
6.92642076053e+15, 2.01072326713e+36, 2.66e+39, 0.00309631316438
6.89199601061e+15, 1.99895642591e+36, 2.65e+39, 0.00309188120643
6.85762061887e+15, 1.98721083074e+36, 2.64e+39, 0.00308744052501
6.82329468268e+15, 1.9754865119e+36, 2.63e+39, 0.00308299106541
6.78901829999e+15, 1.96378349989e+36, 2.62e+39, 0.00307853277234
6.75479156942e+15, 1.9521018254e+36, 2.61e+39, 0.00307406559
6.72061459015e+15, 1.94044151929e+36, 2.6e+39, 0.00306958946198
6.68648746205e+15, 1.92880261265e+36, 2.59e+39, 0.00306510433133
6.65241028562e+15, 1.91718513676e+36, 2.58e+39, 0.00306061014048
6.61838316194e+15, 1.90558912309e+36, 2.57e+39, 0.00305610683128
6.58440619281e+15, 1.89401460335e+36, 2.56e+39, 0.003051594345
6.55047948067e+15, 1.88246160941e+36, 2.55e+39, 0.00304707262229
6.51660312861e+15, 1.8709301734e+36, 2.54e+39, 0.00304254160316
6.4827772404e+15, 1.85942032761e+36, 2.53e+39, 0.00303800122703
6.44900192048e+15, 1.84793210459e+36, 2.52e+39, 0.00303345143266
6.41527727398e+15, 1.83646553707e+36, 2.51e+39, 0.00302889215818
6.38160340672e+15, 1.82502065803e+36, 2.5e+39, 0.00302432334105
6.34798042524e+15, 1.81359750064e+36, 2.49e+39, 0.00301974491809
6.31440843676e+15, 1.80219609831e+36, 2.48e+39, 0.00301515682542
6.28088754921e+15, 1.79081648469e+36, 2.47e+39, 0.00301055899849
6.24741787127e+15, 1.77945869362e+36, 2.46e+39, 0.00300595137207
6.21399951232e+15, 1.7681227592e+36, 2.45e+39, 0.00300133388019
6.18063258251e+15, 1.75680871577e+36, 2.44e+39, 0.00299670645622
6.14731719272e+15, 1.74551659787e+36, 2.43e+39, 0.00299206903276
6.11405345456e+15, 1.7342464403e+36, 2.42e+39, 0.00298742154169
6.08084148044e+15, 1.72299827811e+36, 2.41e+39, 0.00298276391414
6.04768138353e+15, 1.71177214659e+36, 2.4e+39, 0.00297809608049
6.01457327773e+15, 1.70056808123e+36, 2.39e+39, 0.00297341797033
5.98151727783e+15, 1.68938611785e+36, 2.38e+39, 0.00296872951251
5.94851349935e+15, 1.67822629247e+36, 2.37e+39, 0.00296403063506
5.91556205858e+15, 1.66708864136e+36, 2.36e+39, 0.00295932126518
5.8826630727e+15, 1.65597320108e+36, 2.35e+39, 0.00295460132931
5.84981665966e+15, 1.64488000841e+36, 2.34e+39, 0.00294987075301
5.81702293829e+15, 1.63380910043e+36, 2.33e+39, 0.00294512946102
5.78428202821e+15, 1.62276051447e+36, 2.32e+39, 0.00294037737722
5.75159404993e+15, 1.61173428814e+36, 2.31e+39, 0.00293561442461
5.71895912481e+15, 1.60073045929e+36, 2.3e+39, 0.00293084052533
5.68637737506e+15, 1.58974906609e+36, 2.29e+39, 0.00292605560059
5.6538489238e+15, 1.57879014695e+36, 2.28e+39, 0.0029212595707
5.62137389505e+15, 1.5678537406e+36, 2.27e+39, 0.00291645235507
5.5889524137e+15, 1.55693988602e+36, 2.26e+39, 0.00291163387214
5.55658460557e+15, 1.54604862251e+36, 2.25e+39, 0.00290680403939
5.52427059739e+15, 1.53517998963e+36, 2.24e+39, 0.00290196277334
5.49201051684e+15, 1.52433402726e+36, 2.23e+39, 0.00289710998951
5.45980449257e+15, 1.51351077558e+36, 2.22e+39, 0.00289224560244
5.42765265411e+15, 1.50271027506e+36, 2.21e+39, 0.00288736952563
5.39555513205e+15, 1.49193256648e+36, 2.2e+39, 0.00288248167154
5.36351205787e+15, 1.48117769092e+36, 2.19e+39, 0.00287758195157
5.33152356413e+15, 1.47044568982e+36, 2.18e+39, 0.00287267027609
5.29958978432e+15, 1.45973660487e+36, 2.17e+39, 0.00286774655431
5.26771085301e+15, 1.44905047813e+36, 2.16e+39, 0.0028628106944
5.23588690571e+15, 1.43838735198e+36, 2.15e+39, 0.00285786260334
5.20411807907e+15, 1.42774726911e+36, 2.14e+39, 0.00285290218702
