rho,x,y,z,w,energia,pressao,energiamit,pressaomit,(pressao/pressaomit),fermie,fermip,hardgluons,nu,nd,ns,ne,nB,muB,muBGibbs
3.41,3.2286291565,3.2727038504,3.1833142764,0.0440947933,1999.4605390715,757.1313792858,1716.862075858,474.5329160723,1.5955297381,1656.862075858,534.5329160723,282.5984632135,3.4100028956,3.5515699838,3.2684271205,2.89561577021016E-006,3.41,808.3847267904,808.384726791
3.4,3.2254700314,3.2695867072,3.1801095148,0.0441369306,1991.3822089941,753.373581341,1710.4387844666,472.4301568135,1.5946771612,1650.4387844666,532.4301568135,280.9434245275,3.4000029039,3.5414313847,3.2585657114,2.90392491854478E-006,3.4,807.2811148058,807.2811148044
3.39,3.222304706,3.2664635251,3.1768983697,0.0441792298,1983.3149210525,749.6227400636,1704.0216745982,470.3294936093,1.593824649,1644.0216745982,530.3294936093,279.2932464543,3.3900029123,3.5312925132,3.2487045745,2.91228195721924E-006,3.39,806.1763012131,806.1763012142
3.38,3.2191331496,3.2633342747,3.1736808092,0.0442216921,1975.2586872725,745.8788595963,1697.6107582784,468.2309306022,1.5929722085,1637.6107582784,528.2309306022,277.6479289941,3.3800029207,3.5211533682,3.2388437111,2.92068733720725E-006,3.38,805.070280138,805.0702801387
3.37,3.2159553315,3.2601989263,3.1704568014,0.0442643185,1967.2135197663,742.1419441113,1691.2060476196,466.1344719646,1.5921198468,1631.2060476196,526.1344719646,276.0074721467,3.3700029291,3.5110139482,3.2289831227,2.92914146335189E-006,3.37,803.9630456607,803.963045661
3.36,3.2127712207,3.2570574501,3.1672263138,0.0443071102,1959.1794306976,738.4119977988,1684.8075547854,464.0401218866,1.5912675714,1624.8075547854,524.0401218866,274.3718759122,3.3600029376,3.5008742519,3.2191228104,2.93764476476253E-006,3.36,802.8545918145,802.8545918144
3.35,3.2095807859,3.2539098158,3.163989314,0.0443500684,1951.15643229,734.6890248701,1678.4152919994,461.9478845795,1.5904153897,1618.4152919994,521.9478845795,272.7411402906,3.3500029462,3.4907342779,3.2092627759,2.94619766839809E-006,3.35,801.7449125857,801.7449125851
3.34,3.2063839958,3.2507559932,3.1607457692,0.0443931941,1943.1445368323,730.973029559,1672.0292715504,459.8577642771,1.5895633092,1612.0292715504,519.8577642771,271.1152652819,3.3400029548,3.4805940249,3.1994030203,2.95480061162435E-006,3.34,800.6340019129,800.6340019136
3.33,3.2031808184,3.2475959516,3.1574956461,0.0444364885,1935.1437566588,727.2640161155,1665.6495057727,457.7697652294,1.5887113378,1605.6495057727,517.7697652294,269.494250886,3.3300029635,3.4704534914,3.1895435452,2.96345404520763E-006,3.33,799.5218536864,799.521853686
3.32,3.1999712219,3.2444296602,3.1542389114,0.0444799527,1927.1541041889,723.5619888187,1659.2760070859,455.6838917156,1.5878594832,1599.2760070859,515.6838917156,267.8780971031,3.3200029722,3.460312676,3.1796843519,2.97215839844332E-006,3.32,798.4084617482,798.4084617493
3.31,3.196755174,3.241257088,3.1509755316,0.0445235881,1919.1755918723,719.8669519589,1652.9087879393,453.6001480259,1.5870077536,1592.9087879393,513.6001480259,266.266803933,3.3100029809,3.4501715773,3.1698254418,2.98091414934748E-006,3.31,797.2938198903,797.2938198886
3.3,3.1935326421,3.2380782036,3.1477054727,0.0445673956,1911.2082322638,716.1789098624,1646.5478608881,451.5185384866,1.5861561571,1586.5478608881,511.5185384866,264.6603713758,3.3000029897,3.4400301939,3.1599668164,2.98972172471983E-006,3.3,796.1779218561,796.1779218564
3.29,3.1903035935,3.2348929754,3.1444287004,0.0446113765,1903.2520379399,712.4978668636,1640.1932385084,449.4390674321,1.585304702,1580.1932385084,509.4390674321,263.0587994315,3.2900029986,3.4298885243,3.1501084771,2.9985816004772E-006,3.29,795.0607613375,795.0607613384
3.28,3.1870679951,3.2317013715,3.1411451804,0.0446555321,1895.3070215597,708.8238273255,1633.8449334597,447.3617392255,1.5844533968,1573.8449334597,507.3617392255,261.4620881,3.2800030075,3.4197465672,3.1402504253,3.00749425422958E-006,3.28,793.9423319762,793.9423319772
3.27,3.1838258136,3.2285033599,3.1378548779,0.0446998636,1887.3731958418,705.1567956319,1627.5029584604,445.2865582504,1.5836022502,1567.5029584604,505.2865582504,259.8702373815,3.2700030165,3.4096043209,3.1303926626,3.01646015627641E-006,3.27,792.8226273622,792.822627362
3.26,3.1805770154,3.2252989082,3.1345577579,0.0447443721,1879.4505735783,701.4967761919,1621.1673263025,443.2135289162,1.5827512709,1561.1673263025,503.2135289162,258.2832472758,3.2600030255,3.3994617841,3.1205351904,3.02547977618251E-006,3.26,791.7016410336,791.7016410338
3.25,3.1773215667,3.2220879838,3.1312537849,0.044789059,1871.5391676118,697.8437734329,1614.8380498288,441.1426556499,1.581900468,1554.8380498288,501.1426556499,256.701117783,3.2500030346,3.3893189553,3.1106780101,3.03455360862497E-006,3.25,790.5793664759,790.5793664753
3.24,3.1740594333,3.2188705538,3.1279429235,0.0448339254,1863.6389908624,694.1977918085,1608.5151419593,439.0739429054,1.5810498505,1548.5151419593,499.0739429054,255.1238489031,3.2400030437,3.3791758329,3.1008211234,3.04368213875679E-006,3.24,789.4557971213,789.4557971206
3.23,3.1707905808,3.2156465851,3.1246251376,0.0448789728,1855.750056305,690.5588357921,1602.198615669,437.0073951561,1.5801994279,1542.198615669,497.0073951561,253.551440636,3.2300030529,3.3690324155,3.0909645316,3.05286587255711E-006,3.23,788.3309263481,788.3309263459
3.22,3.1675149745,3.2124160442,3.1213003911,0.0449242022,1847.8723769976,686.9269098857,1595.8884840158,434.9430169038,1.5793492094,1535.8884840158,494.9430169038,251.9838929819,3.2200030621,3.3588887015,3.0811082364,3.06210529922708E-006,3.22,787.2047474807,787.2047474793
3.21,3.1642325794,3.2091788975,3.1179686474,0.0449696151,1840.0059660509,683.3020186097,1589.5847601102,432.880812669,1.5784992049,1529.5847601102,492.880812669,250.4212059406,3.2100030714,3.3487446893,3.0712522393,3.07140093497057E-006,3.21,786.0772537881,786.0772537883
3.2,3.1609433602,3.2059351108,3.1146298697,0.0450152128,1832.1508366363,679.6841665061,1583.2874571241,430.8207869939,1.5776494241,1523.2874571241,490.8207869939,248.8633795122,3.2000030808,3.3386003775,3.0613965417,3.08075330567737E-006,3.2,784.9484384832,784.948438482
3.19,3.1576472813,3.2026846501,3.1112840208,0.0450609965,1824.3070020205,676.0733581494,1576.9965883238,428.7629444527,1.5767998772,1516.9965883238,488.7629444527,247.3104136967,3.1900030902,3.3284557645,3.0515411454,3.09016291260834E-006,3.19,783.8182947236,783.8182947241
3.18,3.1543443069,3.1994274808,3.1079310634,0.0451069677,1816.4744755082,672.4695981282,1570.7121670141,426.7072896342,1.5759505742,1510.7121670141,486.7072896342,245.7623084941,3.1800030996,3.3183108486,3.0416860517,3.09963030651209E-006,3.18,782.6868156092,782.6868156089
3.17,3.1510344008,3.1961635679,3.1045709596,0.0451531277,1808.6532704983,668.8728910634,1564.434206594,424.6538271591,1.5751015257,1504.434206594,484.6538271591,244.2190639043,3.1700031092,3.3081656284,3.0318312625,3.10915601126502E-006,3.17,781.5539941828,781.5539941835
3.16,3.1477175264,3.1928928765,3.1012036713,0.0451994777,1800.8434004406,665.2832415938,1558.1627205131,422.6025616663,1.5742527423,1498.1627205131,482.6025616663,242.6806799275,3.1600031187,3.2980201021,3.0219767792,3.11874056697334E-006,3.16,780.4198234285,780.4198234286
3.15,3.1443936471,3.1896153711,3.0978291601,0.0452460193,1793.0448788701,661.700654388,1551.8977223067,420.5534978245,1.5734042347,1491.8977223067,480.5534978245,241.1471565635,3.1500031284,3.2878742682,3.0121226034,3.12838452742008E-006,3.15,779.284296272,779.2842962724
3.14,3.1410627257,3.1863310159,3.0944473873,0.0452927538,1785.2577193817,658.1251341355,1545.6392255693,418.5066403231,1.572556014,1485.6392255693,478.5066403231,239.6184938124,3.1400031381,3.2777281251,3.0022687368,3.13808844692224E-006,3.14,778.1474055789,778.1474055787
3.13,3.1377247248,3.183039775,3.0910583138,0.0453396826,1777.4819356511,654.5566855538,1539.3872439769,416.4619938797,1.5717080914,1479.3872439769,476.4619938797,238.0946916741,3.1300031479,3.267581671,2.9924151811,3.14785288215313E-006,3.13,777.0091441548,777.0091441549
3.12,3.1343796066,3.179741612,3.0876619001,0.0453868072,1769.7175414187,650.9953133835,1533.1417912699,414.4195632347,1.5708604785,1473.1417912699,474.4195632347,236.5757501488,3.1200031577,3.2574349044,2.9825619379,3.15767840725731E-006,3.12,775.8695047444,775.8695047443
3.11,3.1310273331,3.1764364904,3.0842581065,0.0454341289,1761.9645505009,647.4410223911,1526.9028812646,412.3793531548,1.5700131867,1466.9028812646,472.3793531548,235.0616692363,3.1100031676,3.2472878236,2.9727090088,3.16756560099445E-006,3.11,774.7284800303,774.7284800296
3.1,3.1276678659,3.1731243731,3.0808468929,0.0454816493,1754.2229767919,643.8938173706,1520.6705278551,410.3413684339,1.5691662282,1460.6705278551,470.3413684339,233.5524489368,3.1000031775,3.2371404269,2.9628563956,3.17751503920454E-006,3.1,773.5860626332,773.5860626331
3.09,3.1243011663,3.169805223,3.0774282188,0.0455293697,1746.4928342513,640.353703139,1514.4447450012,408.3056138889,1.5683196149,1454.4447450012,468.3056138889,232.0480892501,3.0900031875,3.2269927125,2.9530041,3.187527318072E-006,3.09,772.4422451101,772.4422451101
3.08,3.1209271952,3.1664790025,3.0740020434,0.0455772918,1738.7741369168,636.8206845402,1508.2255467406,406.272094364,1.5674733593,1448.2255467406,466.272094364,230.5485901762,3.0800031976,3.2168446788,2.9431521236,3.19760303849518E-006,3.08,771.2970199543,771.2970199536
3.07,3.1175459133,3.1631456736,3.0705683256,0.0456254169,1731.0668989097,633.2947664474,1502.0129471944,404.2408147321,1.5666274739,1442.0129471944,464.2408147321,229.0539517153,3.0700032077,3.206696324,2.9333004683,3.20774279939914E-006,3.07,770.1503795947,770.1503795952
3.06,3.1141572807,3.1598051981,3.0671270238,0.0456737467,1723.3711344092,629.7759537544,1495.806960542,402.2117798872,1.5657819717,1435.806960542,462.2117798872,227.5641738672,3.0600032179,3.1965476464,2.9234491357,3.21794722789916E-006,3.06,769.0023163941,769.0023163934
3.05,3.1107612575,3.1564575376,3.0636780961,0.0457222826,1715.6868576928,626.2642513888,1489.6076010607,400.1849947567,1.5649368657,1429.6076010607,460.1849947567,226.0792566321,3.0500032282,3.1863986442,2.9135981276,3.22821692781394E-006,3.05,767.8528226499,767.8528226497
3.04,3.1073578032,3.1531026531,3.0602215003,0.0457710262,1708.0140830999,622.7596643,1483.4148830901,398.1604642903,1.5640921692,1423.4148830901,458.1604642903,224.5992000098,3.0400032386,3.1762493157,2.9037474458,3.23855254264657E-006,3.04,766.7018905918,766.7018905921
3.03,3.1039468771,3.1497405053,3.0567571937,0.045819979,1700.352825051,619.262197466,1477.2288210506,396.1381934657,1.563247896,1417.2288210506,456.1381934657,223.1240040004,3.030003249,3.166099659,2.8938970921,0.000003249,3.03,765.5495123819,765.5495123819
3.02,3.1005284379,3.1463710548,3.0532851332,0.0458691427,1692.7030980502,615.7718558937,1471.0494294463,394.1181872899,1.5624040599,1411.0494294463,454.1181872899,221.6536686038,3.0200032594,3.1559496723,2.8840470683,3.25942406908961E-006,3.02,764.3956801139,764.3956801139
3.01,3.0971024441,3.1429942616,3.0498052755,0.0459185187,1685.0649166767,612.2886446164,1464.8767228565,392.1004507962,1.561560675,1404.8767228565,452.1004507962,220.1881938202,3.01000327,3.1457993539,2.8741973762,0.00000327,3.01,763.2403858118,763.2403858116
3,3.0936688539,3.1396100855,3.0463175768,0.0459681089,1677.438295591,608.8125686956,1458.7107159416,390.0849890462,1.5607177559,1398.7107159416,450.0849890462,218.7275796494,3.0000032806,3.1356487018,2.8643480176,3.28056700571864E-006,3,762.0836214292,762.0836214289
2.99,3.0902276251,3.1362184857,3.0428219929,0.0460179147,1669.823249535,605.3436332216,1452.5514234434,388.07180713,1.5598753171,1392.5514234434,448.07180713,217.2718260915,2.9900032912,3.1254977143,2.8544989945,3.29124191128028E-006,2.99,760.9253788487,760.9253788483
2.98,3.086778715,3.1328194215,3.0393184791,0.0460679379,1662.2197933323,601.8818433128,1446.3988601857,386.0609101663,1.5590333739,1386.3988601857,446.0609101663,215.8209331465,2.980003302,3.1153463893,2.8446503087,0.000003302,2.98,759.7656498809,759.7656498809
2.97,3.0833220806,3.1294128513,3.0358069906,0.0461181801,1654.6279418864,598.4272041161,1440.253041072,384.0523033017,1.5581919415,1380.253041072,444.0523033017,214.3749008144,2.9700033128,3.1051947252,2.834801962,3.31280201904254E-006,2.97,758.6044262633,758.6044262635
2.96,3.0798576785,3.1259987336,3.0322874818,0.046168643,1647.0477101861,594.9797208077,1434.1139810909,382.0459917125,1.5573510355,1374.1139810909,442.0459917125,212.9337290951,2.9600033237,3.0950427199,2.8249539564,3.3236886093795E-006,2.96,757.4416996597,757.4416996601
2.95,3.0763854649,3.1225770261,3.028759907,0.0462193283,1639.4791133037,591.5393985932,1427.9816953149,380.0419806044,1.5565106719,1367.9816953149,440.0419806044,211.4974179888,2.9500033346,3.0848903715,2.8151062939,3.33464716112144E-006,2.95,756.2774616593,756.27746166
2.94,3.0729053957,3.1191476866,3.0252242199,0.0462702377,1631.9221663917,588.1062427064,1421.8561988964,378.0402752111,1.555670867,1361.8561988964,438.0402752111,210.0659674953,2.9400033457,3.074737678,2.8052589763,3.3456783941983E-006,2.94,755.1117037753,755.1117037749
2.93,3.0694174262,3.115710672,3.0216803739,0.046321373,1624.3768846989,584.6802584145,1415.7375070842,376.0408807998,1.5548316374,1355.7375070842,436.0408807998,208.6393776147,2.9300033568,3.0645846376,2.7954120056,3.35678303745252E-006,2.93,753.9444174447,753.9444174448
2.92,3.0659215114,3.1122659393,3.0181283218,0.046372736,1616.8432835476,581.2614510104,1409.6256352006,374.0438026634,1.5539929999,1349.6256352006,434.0438026634,207.217648347,2.920003368,3.0544312483,2.7855653838,0.000003368,2.92,752.7755940266,752.7755940267
2.91,3.0624176061,3.1088134447,3.0145680162,0.0464243285,1609.3213783512,577.8498258192,1403.5205986591,372.0490461271,1.553154972,1343.5205986591,432.0490461271,205.8007796921,2.9100033792,3.0442775079,2.7757191129,3.37921551449778E-006,2.91,751.6052248019,751.6052248008
2.9,3.0589056643,3.1053531443,3.010999409,0.0464761521,1601.811184622,574.4453882001,1397.4224129718,370.0566165499,1.5523175712,1337.4224129718,430.0566165499,204.3887716502,2.9000033905,3.0341234146,2.7658731949,3.39054484115811E-006,2.9,750.4333009721,750.4333009731
2.89,3.0553856398,3.1018849936,3.0074224519,0.0465282088,1594.312717937,571.0481435355,1391.3310937159,368.0665193144,1.5514808155,1331.3310937159,428.0665193144,202.9816242211,2.890003402,3.0239689663,2.7560276318,0.000003402,2.89,749.2598136574,749.2598136583
2.88,3.0518574859,3.0984089479,3.0038370959,0.0465805005,1586.8259939806,567.6580972449,1385.2466565757,366.07875984,1.5506447233,1325.2466565757,426.07875984,201.5793374049,2.8800034134,3.0138141609,2.7461824257,3.41343353799896E-006,2.88,748.0847538975,748.0847538978
2.87,3.0483211556,3.0949249618,3.0002432917,0.0466330289,1579.3510285251,564.2752547788,1379.1691173235,364.0933435772,1.5498093133,1319.1691173235,424.0933435772,200.1819112016,2.870003425,3.0036589964,2.7363375786,0.000003425,2.87,746.908112649,746.9081126494
2.86,3.0447766013,3.0914329898,2.9966409896,0.046685796,1571.887837429,560.8996216176,1373.0984918178,362.1102760065,1.5489746047,1313.0984918178,422.1102760065,198.7893456111,2.8600034366,2.9935034706,2.7264930928,3.43663417472957E-006,2.86,745.7298807849,745.7298807855
2.85,3.041223775,3.0879329857,2.9930301392,0.0467388037,1564.4364366439,557.5312032747,1367.0347960103,360.1295626411,1.5481406169,1307.0347960103,420.1295626411,197.4016406336,2.8500034484,2.9833475815,2.7166489701,3.44835347702036E-006,2.85,744.5500490937,744.5500490942
2.84,3.0376626283,3.0844249031,2.9894106899,0.046792054,1556.9968422137,554.1700052955,1360.9780459447,358.1512090265,1.54730737,1300.9780459447,418.1512090265,196.0187962689,2.8400034602,2.973191327,2.7068052129,3.46015319599068E-006,2.84,743.3686082781,743.3686082779
2.83,3.0340931123,3.080908695,2.9857825904,0.0468455486,1549.5690702809,550.8160332598,1354.9282577638,356.1752207426,1.5464748842,1294.9282577638,416.1752207426,194.6408125171,2.830003472,2.9630347048,2.6969618231,0.000003472,2.83,742.1855489541,742.1855489543
2.82,3.0305151777,3.0773843141,2.9821457889,0.0468992898,1542.1531370742,547.4692927779,1348.885447696,354.2016033996,1.5456431804,1288.885447696,414.2016033996,193.2676893782,2.820003484,2.9528777129,2.6871188031,0.000003484,2.82,741.0008616493,741.0008616497
2.81,3.0269287746,3.0738517124,2.9785002334,0.0469532794,1534.7490589214,544.1297894946,1342.8496320692,352.2303626424,1.5448122797,1282.8496320692,412.2303626424,191.8994268522,2.810003496,2.942720349,2.677276155,0.000003496,2.81,739.8145368025,739.8145368028
2.8,3.0233338528,3.0703108419,2.9748458709,0.0470075195,1527.3568522442,540.7975290876,1336.8208273051,350.2615041486,1.5439822038,1276.8208273051,410.2615041486,190.536024939,2.8000035082,2.9325626108,2.667433881,3.50817302755594E-006,2.8,738.6265647622,738.6265647613
2.79,3.0197303614,3.0667616536,2.9711826484,0.0470620122,1519.9765335691,537.4725172713,1330.7990499303,348.2950336325,1.5431529748,1270.7990499303,408.2950336325,189.1774836388,2.7900035204,2.9224044963,2.6575919833,3.52038753712883E-006,2.79,737.4369357856,737.4369357851
2.78,3.0161182493,3.0632040986,2.9675105121,0.0471167594,1512.6081195119,534.1547597913,1324.7843165605,346.3309568399,1.5423246153,1264.7843165605,406.3309568399,187.8238029514,2.7800035327,2.9122460031,2.6477504642,3.53268763039394E-006,2.78,736.2456400369,736.2456400371
2.77,3.0124974647,3.059638127,2.9638294078,0.0471717633,1505.2516267855,530.8442624274,1318.7766439086,344.3692795506,1.5414971484,1258.7766439086,404.3692795506,186.4749828769,2.7700035451,2.902087129,2.637909326,3.54507422065498E-006,2.77,735.0526675866,735.0526675859
2.76,3.0088679554,3.0560636888,2.9601392805,0.0472270261,1497.9070722163,527.5410309989,1312.776048801,342.4100075836,1.5406705976,1252.776048801,402.4100075836,185.1310234153,2.7600035576,2.8919278716,2.6280685709,3.55754821619974E-006,2.76,733.8580084104,733.8580084113
2.75,3.0052296685,3.0524807334,2.9564400751,0.0472825498,1490.5744727101,524.2450713531,1306.7825481436,340.4531467866,1.5398449869,1246.7825481436,400.4531467866,183.7919245665,2.7500035701,2.8817682286,2.6182282013,3.57011055753247E-006,2.75,732.6616523869,732.6616523866
2.74,3.0015825509,3.0488892096,2.9527317357,0.0473383367,1483.2538452964,520.9563893805,1300.7961589657,338.4987030499,1.539020341,1240.7961589657,398.4987030499,182.4576863307,2.7400035828,2.8716081977,2.6083882195,3.58276218294819E-006,2.74,731.463589298,731.4635892981
2.73,2.9979265488,3.045289066,2.9490142057,0.0473943889,1475.9452070915,517.6749910022,1294.8168983838,336.5466822945,1.5381966848,1234.8168983838,396.5466822945,181.1283087077,2.7300035955,2.8614477766,2.5985486279,3.59550405231387E-006,2.73,730.263808826,730.2638088255
2.72,2.9942616078,3.0416802503,2.9452874283,0.0474507086,1468.6485753286,514.4008821798,1288.8447836311,334.5970904823,1.5373740442,1228.8447836311,394.5970904823,179.8037916976,2.7200036083,2.8512869627,2.5887094289,3.608337133035E-006,2.72,729.0623005533,729.0623005546
2.71,2.9905876731,3.03806271,2.9415513458,0.0475072982,1461.3639673253,511.1340689053,1282.879832025,332.6499336049,1.5365524453,1222.879832025,392.6499336049,178.4841353004,2.7100036213,2.8411257538,2.5788706249,3.62126241908944E-006,2.71,727.8590539601,727.8590539596
2.7,2.9869046894,3.0344363921,2.9378059003,0.0475641599,1454.0914005319,507.8745572161,1276.9220610158,330.7052177001,1.5357319148,1216.9220610158,390.7052177001,177.169339516,2.7000036343,2.8309641474,2.5690322183,3.63428090191936E-006,2.7,726.6540584246,726.6540584252
2.69,2.9832126006,3.0308012428,2.9340510328,0.047621296,1446.8308924803,504.6223531793,1270.9714881357,328.7629488348,1.5349124802,1210.9714881357,388.7629488348,175.8594043446,2.6900036474,2.820802141,2.5591942116,3.64739360232068E-006,2.69,725.4473032198,725.4473032192
2.68,2.9795113504,3.027157208,2.9302866843,0.0476787089,1439.582460831,501.3774629063,1265.028131045,326.8231331203,1.5340941693,1205.028131045,386.8231331203,174.554329786,2.6800036606,2.8106397322,2.5493566072,3.66060154375767E-006,2.68,724.2387775134,724.2387775139
2.67,2.9758008817,3.0235042331,2.9265127947,0.0477364008,1432.3461233351,498.1398925405,1259.0920074948,324.8857767002,1.5332770108,1199.0920074948,384.8857767002,173.2541158403,2.6700036739,2.8004769184,2.5395194077,3.67390577450821E-006,2.67,723.0284703656,723.0284703654
2.66,2.9720811368,3.0198422628,2.9227293036,0.0477943742,1425.1218978668,494.9096482687,1253.1631353593,322.9508857612,1.5324610338,1193.1631353593,382.9508857612,171.9587625075,2.6600036873,2.7903136971,2.5296826156,3.6873073510078E-006,2.66,721.816370728,721.8163707276
2.65,2.9683520576,3.0161712412,2.9189361498,0.0478526316,1417.9098024042,491.6867363137,1247.2415326167,321.0184665262,1.5316462683,1187.2415326167,381.0184665262,170.6682697876,2.6500037008,2.7801500657,2.5198462335,3.70080735547751E-006,2.65,720.6024674421,720.6024674407
2.64,2.9646135853,3.0124911122,2.9151332716,0.0479111753,1410.7098550454,488.4711629406,1241.3272173649,319.0885252601,1.5308327447,1181.3272173649,379.0885252601,169.3826376805,2.6400037144,2.7699860217,2.5100102639,3.7144068673668E-006,2.64,719.3867492377,719.3867492371
2.63,2.9608656606,3.0088018188,2.9113206067,0.0479700079,1403.5220739929,485.2629344511,1235.4202078065,317.1610682647,1.5300204943,1175.4202078065,377.1610682647,168.1018661863,2.6300037281,2.7598215624,2.5001747095,3.72810700065462E-006,2.63,718.1692047313,718.1692047315
2.62,2.9571082233,3.0051033035,2.907498092,0.0480291318,1396.3464775639,482.0620571872,1229.5205222588,315.2361018821,1.529209549,1169.5205222588,375.2361018821,166.825955305,2.6200037419,2.7496566852,2.4903395729,3.74190888300412E-006,2.62,716.9498224244,716.9498224241
2.61,2.953341213,3.0013955083,2.9036656639,0.0480885496,1389.1830841999,478.8685375343,1223.6281791633,313.3136324977,1.5283999414,1163.6281791633,373.3136324977,165.5549050366,2.6100037558,2.7394913874,2.4805048567,3.75581365419687E-006,2.61,715.7285907026,715.7285907028
2.6,2.9495645685,2.9976783745,2.8998232579,0.0481482639,1382.0319124483,475.6823819152,1217.7431970672,311.3936665341,1.5275917048,1157.7431970672,371.3936665341,164.2887153811,2.6000037698,2.7293256664,2.4706705637,3.76982246154561E-006,2.6,714.5054978327,714.5054978321
2.59,2.9457782278,2.993951843,2.8959708093,0.0482082774,1374.8929809847,472.5035967974,1211.8655946462,309.4762104589,1.5267848734,1151.8655946462,369.4762104589,163.0273863385,2.5900037839,2.7191595195,2.4608366966,3.78393649796024E-006,2.59,713.2805319626,713.2805319622
2.58,2.9419821286,2.9902158537,2.8921082521,0.0482685925,1367.7663085979,469.3321886882,1205.9953906892,307.5612707795,1.5259794821,1145.9953906892,367.5612707795,161.7709179087,2.5800037982,2.7089929437,2.4510032581,3.79815694273069E-006,2.58,712.0536811184,712.0536811187
2.57,2.9381762077,2.9864703464,2.8882355202,0.0483292121,1360.6519141943,466.1681641365,1200.1326041025,305.6488540446,1.5251755666,1140.1326041025,365.6488540446,160.5193100918,2.5700038125,2.6988259365,2.441170251,3.81248501166204E-006,2.57,710.824933203,710.8249332026
2.56,2.9343604014,2.98271526,2.8843525464,0.0483901388,1353.5498168085,463.0115297356,1194.2772539207,303.7389668478,1.5243731634,1134.2772539207,363.7389668478,159.2725628878,2.5600038269,2.688658495,2.4313376781,3.82692193595323E-006,2.56,709.5942759948,709.5942759938
2.55,2.9305346451,2.9789505326,2.880459263,0.0484513753,1346.4600355998,459.8622921229,1188.4293593031,301.8316158262,1.5235723099,1128.4293593031,361.8316158262,158.0306762967,2.5500038415,2.6784906163,2.4215055422,3.84146895808059E-006,2.55,708.3616971454,708.3616971461
2.54,2.9266988738,2.9751761021,2.8765556015,0.0485129245,1339.3825898368,456.7204579743,1182.5889395183,299.9268076558,1.5227730443,1122.5889395183,359.9268076558,156.7936503185,2.5400038561,2.6683222977,2.4116738462,3.85612735445788E-006,2.54,707.1271841776,707.1271841776
2.53,2.9228530217,2.9713919053,2.8726414926,0.0485747892,1332.3174989318,453.5860340159,1176.7560139787,298.0245490628,1.5219754059,1116.7560139787,358.0245490628,155.5614849531,2.5300038709,2.6581535361,2.401842593,3.87089840827021E-006,2.53,705.8907244846,705.8907244852
2.52,2.9189970222,2.9675978787,2.8687168665,0.0486369722,1325.2647824104,450.4590270136,1170.9306022098,296.124846813,1.5211794345,1110.9306022098,356.124846813,154.3341802006,2.5200038858,2.6479843287,2.3920117855,3.88578342739357E-006,2.52,704.6523053269,704.652305327
2.51,2.9151308082,2.963793958,2.8647816523,0.0486994763,1318.2244599362,447.3394437818,1165.1127238752,294.2277077208,1.5203851712,1105.1127238752,354.2277077208,153.111736061,2.5100039008,2.6378146725,2.3821814268,3.90078373814083E-006,2.51,703.4119138312,703.4119138319
2.5,2.9112543118,2.959980078,2.8608357786,0.0487623046,1311.1965512933,444.2272911773,1159.302398759,292.333138643,1.519592658,1099.302398759,352.333138643,151.8941525343,2.5000039159,2.6276445645,2.3723515196,3.91590069392911E-006,2.5,702.169536988,702.1695369882
2.49,2.9073674644,2.9561561732,2.8568791733,0.04882546,1304.1810764027,441.1225761049,1153.4996467822,290.4411464844,1.5188019378,1093.4996467822,350.4411464844,150.6814296205,2.4900039311,2.6174740017,2.3625220671,3.93113566202218E-006,2.49,700.9251616498,700.9251616496
2.48,2.9034701964,2.9523221772,2.8529117631,0.0488889455,1297.1780553162,438.0253055153,1147.7044879967,288.5517381957,1.5180130546,1087.7044879967,348.5517381957,149.4735673195,2.4800039465,2.6073029811,2.3526930724,3.94649003163747E-006,2.48,699.6787745292,699.6787745288
2.47,2.8995624379,2.9484780228,2.8489334743,0.0489527641,1290.1875082194,434.9354864061,1141.916942588,286.6649207747,1.5172260534,1081.916942588,346.6649207747,148.2705656315,2.470003962,2.5971314995,2.3428645385,0.000003962,2.47,698.4303621966,698.4303621966
2.46,2.8956441179,2.9446236424,2.8449442324,0.049016919,1283.2094554314,431.8531258221,1136.1370308751,284.7807012659,1.5164409804,1076.1370308751,344.7807012659,147.0724245563,2.4600039776,2.5869595539,2.3330364685,3.97756265024386E-006,2.46,697.1799110782,697.1799110787
2.45,2.8917151648,2.9407589672,2.8409439617,0.0490814132,1276.2439174049,428.778230855,1130.3647733109,282.899086761,1.5156578827,1070.3647733109,342.899086761,145.879144094,2.4500039933,2.5767871411,2.3232088656,3.99328380131519E-006,2.45,695.9274074537,695.927407453
2.44,2.8877755062,2.9368839282,2.836932586,0.0491462499,1269.2909147409,425.7108086482,1124.6001904964,281.0200844037,1.5148768087,1064.6001904964,341.0200844037,144.6907242445,2.4400040091,2.5666142579,2.313381733,4.00913013590585E-006,2.44,694.6728374548,694.6728374546
2.43,2.8838250688,2.9329984551,2.8329100282,0.0492114323,1262.3504681688,422.6508663907,1118.8433031608,279.1437013827,1.514097808,1058.8433031608,339.1437013827,143.507165008,2.4300040251,2.556440901,2.3035550739,4.02510317098336E-006,2.43,693.4161870617,693.4161870615
2.42,2.8798637786,2.9291024774,2.8288762103,0.0492769637,1255.422598564,419.5984113225,1113.0941321797,277.2699449382,1.5133209314,1053.0941321797,337.2699449382,142.3284663843,2.4200040412,2.5462670673,2.2937288915,4.04120443598903E-006,2.42,692.1574421023,692.1574421018
