rho,x,y,z,w,energia,pressao,energiamit,pressaomit,(pressao/pressaomit),fermie,fermip,hardgluons,nu,nd,ns,ne,nB,muB,muBGibbs
4.4,3.5149370231,3.5555085804,3.4734047497,0.0405781599,2852.08269407,1162.9726963747,2381.5753671797,692.4653694844,1.6794669418,2321.5753671797,752.4653694844,470.5073268903,4.4000022566,4.5541302531,4.2458674903,2.25660761218981E-006,4.4,912.5125887373,912.5125887374
4.39,3.5122721749,3.5528738004,3.4707076414,0.0406083489,2842.9626060885,1158.543869641,2374.5915185594,690.1727821119,1.6786287429,2314.5915185594,750.1727821119,468.371087529,4.3900022617,4.5440133532,4.2359843852,2.26164790439987E-006,4.39,911.5048919651,911.5048919657
4.38,3.5096032768,3.5502350604,3.4680063832,0.040638628,2833.8525989947,1154.1216692308,2367.612890214,687.8819604501,1.6777902832,2307.612890214,747.8819604501,466.2397087807,4.3800022667,4.5338962755,4.2261014578,2.2667107894101E-006,4.38,910.4964082733,910.4964082706
4.37,3.5069303133,3.5475923454,3.4653009594,0.0406689976,2824.7526806985,1149.7060978559,2360.6394900533,685.5929072107,1.6769515638,2300.6394900533,745.5929072107,464.1131906452,4.3700022718,4.5237790194,4.2162187088,2.2717963916233E-006,4.37,909.4871346826,909.4871346807
4.36,3.504253269,3.5449456403,3.4625913537,0.0406994583,2815.6628591008,1145.2971582256,2353.6713259782,683.305625103,1.6761125859,2293.6713259782,743.305625103,461.9915331226,4.3600022769,4.5136615842,4.2063361389,2.27690487386886E-006,4.36,908.4770681953,908.4770681941
4.35,3.5015721282,3.54229493,3.45987755,0.0407300106,2806.58314214,1140.8948530621,2346.7084059271,681.0201168492,1.6752733507,2286.7084059271,741.0201168492,459.8747362129,4.350002282,4.5035439691,4.1964537488,0.000002282,4.35,907.4662057957,907.4662057936
4.34,3.4988868753,3.5396401993,3.4571595321,0.0407606548,2797.5135378083,1136.4991851058,2339.7507378923,678.7363851897,1.6744338596,2279.7507378923,738.7363851897,457.7627999161,4.3400022872,4.4934261736,4.1865715393,2.28719112708751E-006,4.34,906.4545444494,906.4545444503
4.33,3.4961974943,3.5369814328,3.4544372836,0.0407913917,2788.4540540869,1132.110157094,2332.7983298548,676.4544328619,1.6735941138,2272.7983298548,736.4544328619,455.6557242321,4.3300022924,4.4833081968,4.1766895108,2.29236921094869E-006,4.33,905.4420811037,905.4420811041
4.32,3.4935039695,3.5343186153,3.451710788,0.0408222215,2779.4046990214,1127.7277717858,2325.8511898604,674.1742626247,1.6727541146,2265.8511898604,734.1742626247,453.553509161,4.3200022976,4.4731900382,4.1668076643,2.29757080946983E-006,4.32,904.4288126871,904.4288126868
4.31,3.4908062848,3.531651731,3.4489800289,0.0408531449,2770.3654806842,1123.3520319495,2318.9093259814,671.8958772466,1.6719138634,2258.9093259814,731.8958772466,451.4561547028,4.3100023028,4.4630716969,4.1569260003,2.30279608016976E-006,4.31,903.4147361091,903.4147361099
4.3,3.4881044242,3.5289807646,3.4462449894,0.0408841622,2761.3364071593,1118.9829403578,2311.9727463017,669.6192795003,1.6710733616,2251.9727463017,729.6192795003,449.3636608575,4.300002308,4.4529531724,4.1470445195,0.000002308,4.3,902.3998482603,902.3998482598
4.29,3.4853983713,3.5263057002,3.4435056528,0.0409152741,2752.317486589,1114.6204998034,2305.0414589639,667.3444721783,1.6702326104,2245.0414589639,727.3444721783,447.2760276251,4.2900023133,4.4428344639,4.1371632228,2.31331830478452E-006,4.29,901.3841460121,901.3841460122
4.28,3.48268811,3.523626522,3.4407620023,0.040946481,2743.3087271222,1110.2647130813,2298.1154721167,665.0714580758,1.6693916114,2238.1154721167,725.0714580758,445.1932550055,4.2800023186,4.4327155706,4.1272821108,2.3186155866864E-006,4.28,900.3676262165,900.3676262158
4.27,3.4799736238,3.5209432142,3.4380140209,0.0409777834,2734.3101369588,1105.9155830041,2291.1947939599,662.8002400053,1.6685503659,2231.1947939599,722.8002400053,443.1153429989,4.2700023239,4.4225964919,4.1174011842,2.32393719983746E-006,4.27,899.3502857058,899.3502857056
4.26,3.4772548963,3.5182557608,3.4352616914,0.0410091818,2725.3217243228,1101.5731123929,2284.2794327177,660.5308207878,1.6677088755,2224.2794327177,720.5308207878,441.0422916051,4.2600023293,4.412477227,4.1075204438,2.32928329666213E-006,4.26,898.3321212929,898.3321212947
4.25,3.4745319107,3.5155641457,3.4325049967,0.0410406769,2716.3434974497,1097.2373040729,2277.3693966256,658.2632032487,1.6668671417,2217.3693966256,718.2632032487,438.9741008242,4.2500023347,4.4023577751,4.0976398902,2.33465409366245E-006,4.25,897.3131297706,897.31312977
4.24,3.4718046505,3.5128683527,3.4297439195,0.0410722689,2707.3754646553,1092.9081608965,2270.4646939992,655.9973902403,1.6660251659,2210.4646939992,715.9973902403,436.9107706561,4.2400023401,4.3922381357,4.0877595242,0.00000234,4.24,896.2933079119,896.2933079132
4.23,3.4690730987,3.5101683655,3.4269784423,0.0411039586,2698.4176342388,1088.5856857112,2263.5653331378,653.7333846102,1.6651829497,2203.5653331378,713.7333846102,434.852301101,4.2300023455,4.3821183079,4.0778793466,2.34547036094448E-006,4.23,895.2726524692,895.2726524704
4.22,3.4663372385,3.5074641677,3.4242085477,0.0411357465,2689.470014553,1084.2698813826,2256.6713223943,651.4711892239,1.6643404947,2196.6713223943,711.4711892239,432.7986921587,4.2200023509,4.3719982909,4.0679993581,2.3509162042401E-006,4.22,894.2511601749,894.2511601743
4.21,3.4635970529,3.5047557428,3.4214342178,0.041167633,2680.5326139964,1079.960750792,2249.7826701671,649.2108069627,1.6634978026,2189.7826701671,709.2108069627,430.7499438294,4.2100023564,4.3618780841,4.0581195595,2.35638740702879E-006,4.21,893.2288277407,893.2288277407
4.2,3.4608525246,3.5020430743,3.4186554351,0.0411996188,2671.6054409733,1075.6582968232,2242.8993848605,646.9522407103,1.6626548749,2182.8993848605,706.9522407103,428.7060561128,4.2000023619,4.3517576867,4.0482399514,2.36188415811672E-006,4.2,892.2056518575,892.2056518563
4.19,3.4581036365,3.4993261454,3.4158721817,0.0412317043,2662.6885039499,1071.3625223809,2236.0214749407,644.6954933716,1.6618117133,2176.0214749407,704.6954933716,426.6670290092,4.1900023674,4.3416370979,4.0383605347,2.36740662368118E-006,4.19,891.1816291954,891.1816291959
4.18,3.4553503712,3.4966049392,3.4130844395,0.04126389,2653.7818113978,1067.0734303721,2229.1489488793,642.4405678536,1.6609683195,2169.1489488793,702.4405678536,424.6328625185,4.180002373,4.3315163169,4.0284813101,0.000002373,4.18,890.1567564032,890.1567564043
4.17,3.4525927112,3.493879439,3.4102921905,0.0412961767,2644.8853718359,1062.7910237202,2222.2818151952,640.1874670795,1.6601246953,2162.2818151952,700.1874670795,422.6035566406,4.1700023785,4.3213953431,4.0186022784,2.3785294720262E-006,4.17,889.1310301086,889.1310301094
4.16,3.449830639,3.4911496276,3.4074954164,0.0413285648,2635.9991938221,1058.5153053617,2215.4200824464,637.936193986,1.6592808424,2155.4200824464,697.936193986,420.5791113757,4.1600023841,4.3112741755,4.0087234403,2.38413021608813E-006,4.16,888.1044469178,888.1044469192
4.15,3.4470641368,3.488415488,3.4046940989,0.0413610549,2627.1232859334,1054.2462782403,2208.5637592099,635.6867515167,1.6584367626,2148.5637592099,695.6867515167,418.5595267236,4.1500023898,4.3011528135,3.9988447967,2.38975742300617E-006,4.15,887.0770034152,887.0770034153
4.14,3.4442931869,3.4856770028,3.4018882195,0.0413936475,2618.2576567996,1049.9839453174,2201.7128541152,633.4391426331,1.6575924578,2141.7128541152,693.4391426331,416.5448026843,4.1400023954,4.2910312563,3.9889663483,2.39541128068086E-006,4.14,886.0486961635,886.0486961635
4.13,3.4415177714,3.4829341548,3.3990777598,0.0414263432,2609.4023150687,1045.7283095613,2194.8673758107,631.1933703033,1.6567479298,2134.8673758107,691.1933703033,414.534939258,4.1300024011,4.280909503,3.9790880959,2.40109196957816E-006,4.13,885.0195217033,885.0195217022
4.12,3.4387378721,3.4801869265,3.3962627009,0.0414591426,2600.5572694396,1041.4793739575,2188.0273329951,628.9494375129,1.6559031805,2128.0273329951,688.9494375129,412.5299364446,4.1200024068,4.2707875529,3.9692100403,2.4067996932619E-006,4.12,883.989476553,883.9894765527
4.11,3.435953471,3.4774353003,3.3934430241,0.0414920462,2591.7225286348,1037.2371414996,2181.1927343908,626.7073472556,1.6550582118,2121.1927343908,686.7073472556,410.529794244,4.1100024125,4.2606654053,3.9593321822,2.41253463399057E-006,4.11,882.9585572085,882.9585572103
4.1,3.4331645497,3.4746792584,3.3906187104,0.0415250547,2582.8981013996,1033.00161519,2174.3635887433,624.4671025337,1.6542130258,2114.3635887433,684.4671025337,408.5345126563,4.1000024183,4.2505430591,3.9494545226,2.41829700769122E-006,4.1,881.926760143,881.9267601438
4.09,3.4303710899,3.4719187832,3.3877897407,0.0415581686,2574.0839965374,1028.7727980503,2167.5399048559,622.2287063688,1.6533676243,2107.5399048559,682.2287063688,406.5440916815,4.0900024241,4.2404205138,3.9395770621,2.42408699950564E-006,4.09,880.894081807,880.8940818063
4.08,3.4275730732,3.4691538567,3.384956096,0.0415913885,2565.2802228869,1024.5506931144,2160.7216915674,619.9921617949,1.6525220095,2100.7216915674,679.9921617949,404.5585313196,4.0800024299,4.2302977684,3.9296998017,2.4299048006144E-006,4.08,879.8605186279,879.8605186278
4.07,3.4247704807,3.4663844609,3.3821177568,0.0416247151,2556.4867893076,1020.335303424,2153.9089577371,617.7574718535,1.6516761835,2093.9089577371,677.7574718535,402.5778315705,4.0700024358,4.2201748221,3.9198227421,2.43575062305566E-006,4.07,878.8260670098,878.8260670102
4.06,3.4219632939,3.4636105775,3.3792747036,0.0416581489,2547.7037047,1016.1266320346,2147.1017122657,615.5246396003,1.6508301482,2087.1017122657,675.5246396003,400.6019924343,4.0600024416,4.2100516742,3.9099458842,2.44162466943434E-006,4.06,877.7907233335,877.7907233337
4.05,3.4191514937,3.4608321884,3.3764269171,0.0416916905,2538.9309780069,1011.9246820165,2140.2999640959,613.2936681054,1.649983906,2080.2999640959,673.2936681054,398.6310139111,4.0500024475,4.1999283237,3.9000692287,2.44752713708309E-006,4.05,876.7544839558,876.7544839564
4.04,3.4163350613,3.4580492751,3.3735743773,0.0417253406,2530.1686181982,1007.7294564494,2133.5037221976,611.0645604487,1.6491374589,2073.5037221976,671.0645604487,396.6648960007,4.0400024535,4.1898047699,3.8901927766,2.45345825337595E-006,4.04,875.7173452101,875.7173452098
4.03,3.4135139775,3.4552618191,3.3707170645,0.0417590998,2521.4166342881,1003.5409584283,2126.712995585,608.8373197252,1.6482908092,2066.712995585,668.8373197252,394.7036387031,4.0300024594,4.1796810119,3.8803165286,2.45941820732514E-006,4.03,874.6793034052,874.6793034036
4.02,3.410688223,3.4524698019,3.3678549588,0.0417929686,2512.6750353377,999.3591910644,2119.9277933193,606.6119490459,1.6474439592,2059.9277933193,666.6119490459,392.7472420185,4.0200024654,4.1695570489,3.8704404857,2.465407203807E-006,4.02,873.640354826,873.6403548264
4.01,3.4078577785,3.4496732046,3.3649880399,0.0418269477,2503.9438304116,995.1841574705,2113.1481244649,604.3884515238,1.6465969112,2053.1481244649,664.3884515238,390.7957059467,4.0100024714,4.15943288,3.8605646485,2.47142548496074E-006,4.01,872.6004957325,872.6004957312
4,3.4050226245,3.4468720084,3.3621162877,0.0418610378,2495.223028654,991.0158607866,2106.3739981662,602.1668302987,1.6457496676,2046.3739981662,662.1668302987,388.8490304878,4.0000024775,4.1493085044,3.8506890181,2.47747323878507E-006,4,871.5597223603,871.5597223601
3.99,3.4021827412,3.4440661942,3.3592396819,0.0418952394,2486.5126392164,986.8543041553,2099.6054235745,599.9470885135,1.6449022306,2039.6054235745,659.9470885135,386.9072156418,3.9900024836,4.1391839212,3.8408135953,2.48355069571603E-006,3.99,870.5180309197,870.5180309202
3.98,3.399338109,3.441255743,3.3563582018,0.0419295533,2477.8126712958,982.6994907354,2092.8424098871,597.7292293267,1.6440546029,2032.8424098871,657.7292293267,384.9702614087,3.9800024897,4.1290591294,3.8309383809,2.48965808059061E-006,3.98,869.4754175959,869.4754175958
3.97,3.3964887079,3.4384406354,3.3534718269,0.04196398,2469.1231341386,978.5514237022,2086.0849663501,595.5132559137,1.6432067867,2026.0849663501,655.5132559137,383.0381677885,3.9700024958,4.1189341284,3.8210633758,2.49579560227558E-006,3.97,868.4318785488,868.4318785493
3.96,3.3936345179,3.4356208522,3.3505805363,0.0419985203,2460.4440370107,974.4101062384,2079.3331022295,593.2991714572,1.6423587848,2019.3331022295,653.2991714572,381.1109347811,3.960002502,4.1088089171,3.811188581,0.000002502,3.96,867.3874099122,867.3874099114
3.95,3.3907755189,3.4327963737,3.3476843091,0.0420331748,2451.7753892426,970.2755415485,2072.586826856,591.0869791618,1.6415105995,2012.586826856,651.0869791618,379.1885623867,3.9500025082,4.0986834947,3.8013139972,2.50816198064759E-006,3.95,866.3420077946,866.3420077952
3.94,3.3879116905,3.4299671804,3.3447831243,0.0420679441,2443.1172001751,966.1477328411,2065.8461495701,588.876682236,1.6406622337,2005.8461495701,648.876682236,377.2710506051,3.9400025144,4.0885578602,3.7914396254,2.51439128843785E-006,3.94,865.2956682777,865.2956682782
3.93,3.3850430122,3.4271332524,3.3418769606,0.0421028289,2434.4694792061,962.0266833444,2059.1110797698,586.6682839081,1.6398136898,1999.1110797698,646.6682839081,375.3583994364,3.9300025207,4.0784320129,3.7815654664,2.52065165429667E-006,3.93,864.2483874173,864.2483874174
3.92,3.3821694635,3.4242945698,3.3389657966,0.0421378299,2425.8322357686,957.9123962988,2052.381626888,584.4617874183,1.6389649707,1992.381626888,644.4617874183,373.4506088805,3.9200025269,4.0683059518,3.7716915213,2.52694330425371E-006,3.92,863.2001612422,863.2001612417
3.91,3.3792910237,3.4214511127,3.3360496109,0.0421729479,2417.2054793353,953.8048749586,2045.6578003977,582.257196021,1.6381160791,1985.6578003977,642.257196021,371.5476789376,3.9100025333,4.0581796759,3.7618177908,2.53326647981245E-006,3.91,862.1509857545,862.1509857529
3.9,3.3764076719,3.4186028607,3.3331283818,0.0422081833,2408.5892194314,949.7041225959,2038.9396098239,580.0545129884,1.6372670177,1978.9396098239,640.0545129884,369.6496096075,3.9000025396,4.0480531844,3.7519442759,2.53962140061035E-006,3.9,861.1008569293,861.1008569301
3.89,3.3735193871,3.4157497937,3.3302020874,0.042243537,2399.9834655911,945.6101424866,2032.2270647007,577.8537415963,1.6364177895,1972.2270647007,637.8537415963,367.7564008903,3.890002546,4.0379264764,3.7420709776,0.000002546,3.89,860.0497707138,860.0497707141
3.88,3.3706261481,3.4128918911,3.3272707059,0.0422790097,2391.3882274119,941.5229379282,2025.5201746258,575.6548851422,1.6355683974,1965.5201746258,635.6548851422,365.868052786,3.8800025524,4.0277995508,3.7321978967,2.55242751841679E-006,3.88,858.9977230278,858.9977230258
3.87,3.3677279336,3.4100291323,3.324334215,0.042314602,2382.8035145456,937.4425122368,2018.818949251,573.4579469423,1.6347188442,1958.818949251,633.4579469423,363.9845652946,3.8700025589,4.0176724069,3.7223250342,2.55887917950255E-006,3.87,857.9447097636,857.9447097629
3.86,3.3648247223,3.4071614967,3.3213925926,0.0423503147,2374.229336655,933.3688687329,2012.123398239,571.2629303169,1.6338691331,1952.123398239,631.2629303169,362.105938416,3.8600025654,4.0075450436,3.7124523911,2.56536357769846E-006,3.86,856.8907267848,856.8907267844
3.85,3.3619164924,3.4042889632,3.3184458162,0.0423861484,2365.6657034616,929.3020107569,2005.4335313112,569.0698386065,1.6330192671,1945.4335313112,629.0698386065,360.2321721504,3.8500025719,3.9974174599,3.7025799682,2.57188095866601E-006,3.85,855.8357699265,855.8357699269
3.84,3.3590032223,3.401411511,3.3154938633,0.042422104,2357.1126247254,925.2419416629,1998.7493582278,566.8786751653,1.6321692493,1938.7493582278,626.8786751653,358.3632664976,3.8400025784,3.987289655,3.6927077666,2.57843158669209E-006,3.84,854.7798349955,854.779834997
3.83,3.35608489,3.3985291188,3.312536711,0.0424581821,2348.5701102411,921.188664817,1992.0708887834,564.6894433593,1.6313190828,1932.0708887834,624.6894433593,356.4992214577,3.830002585,3.9771616279,3.6828357871,0.000002585,3.83,853.7229177691,853.7229177697
3.82,3.3531614735,3.3956417654,3.3095743365,0.0424943835,2340.0381698598,917.1421836047,1985.3981328292,562.5021465741,1.630468771,1925.3981328292,622.5021465741,354.6400370307,3.8200025916,3.9670333775,3.6729640309,2.59163358497223E-006,3.82,852.6650139959,852.665013996
3.81,3.3502329507,3.3927494292,3.3066067168,0.0425307089,2331.5168134669,913.1025014236,1978.7311002503,560.316788207,1.6296183171,1918.7311002503,620.316788207,352.7857132165,3.8100025983,3.956904903,3.6630924987,2.598285476291E-006,3.81,851.6061193945,851.6061193938
3.8,3.3472992991,3.3898520886,3.3036338285,0.0425671591,2323.0060509951,909.0696216875,1972.0698009798,558.1333716722,1.6287677244,1912.0698009798,618.1333716722,350.9362500153,3.800002605,3.9467762033,3.6532211918,0.000002605,3.8,850.546229654,850.5462296533
3.79,3.3443604962,3.386949722,3.3006556484,0.0426037348,2314.5058924117,905.0435478226,1965.4142449848,555.9519003957,1.6279169964,1905.4142449848,615.9519003957,349.0916474269,3.7900026117,3.9366472774,3.6433501109,2.61169235584251E-006,3.79,849.485340433,849.4853404312
3.78,3.3414165194,3.3840423073,3.2976721528,0.0426404367,2306.0163477456,901.0242832761,1958.7644422942,553.7723778247,1.6270661365,1898.7644422942,613.7723778247,347.2519054514,3.7800026184,3.9265181244,3.6334792571,2.61844786967969E-006,3.78,848.4234473601,848.4234473602
3.77,3.3384673458,3.3811298225,3.2946833181,0.0426772657,2297.5374270398,897.0118315005,1952.1204029511,551.5948074118,1.6262151482,1892.1204029511,611.5948074118,345.4170240888,3.7700026252,3.9163887433,3.6236086314,2.62523847857291E-006,3.77,847.3605460328,847.3605460319
3.76,3.3355129525,3.3782122454,3.2916891203,0.0427142225,2289.0691404148,893.0061959749,1945.4821370758,549.4191926358,1.6253640352,1885.4821370758,609.4191926358,343.5870033391,3.7600026321,3.906259133,3.6137382349,2.63206443836143E-006,3.76,846.2966320181,846.2966320185
3.75,3.3325533162,3.3752895536,3.2886895355,0.042751308,2280.611498006,889.0073801838,1938.8496548038,547.2455369816,1.6245128011,1878.8496548038,607.2455369816,341.7618432022,3.7500026389,3.8961292925,3.6038680685,2.63892604283207E-006,3.75,845.231700851,845.2317008506
3.74,3.3295884137,3.3723617246,3.2856845392,0.0427885228,2272.1645100134,885.015387634,1932.2229663351,545.0738439558,1.6236614496,1872.2229663351,605.0738439558,339.9415436782,3.7400026458,3.8859992209,3.5939981333,2.64582356298271E-006,3.74,844.1657480356,844.1657480341
3.73,3.3266182214,3.3694287356,3.2826741072,0.0428258677,2263.7281866871,881.0302218496,1925.60208192,542.9041170825,1.6228099845,1865.60208192,602.9041170825,338.1261047671,3.7300026528,3.875868917,3.5841284303,2.65275727290629E-006,3.73,843.0987690437,843.0987690447
3.72,3.3236427158,3.3664905638,3.2796582149,0.0428633437,2255.302538293,877.0518863608,1918.9870118241,540.7363598918,1.6219584097,1858.9870118241,600.7363598918,336.3155264689,3.7200026597,3.8657383798,3.5742589605,2.65972747498707E-006,3.72,842.0307593149,842.0307593155
3.71,3.3206618729,3.3635471863,3.2766368374,0.0429009515,2246.8875751715,873.0803847229,1912.3777663879,538.5705759393,1.621106729,1852.3777663879,598.5705759393,334.5098087836,3.7100026667,3.8556076083,3.564389725,2.66673445502176E-006,3.71,840.9617142564,840.9617142572
3.7,3.3176756688,3.3605985797,3.2736099499,0.0429386918,2238.4833076936,869.1157205024,1905.7743559824,536.4067687912,1.6202549466,1845.7743559824,596.4067687912,332.7089517112,3.7000026738,3.8454766014,3.5545207248,2.67377850117023E-006,3.7,839.8916292423,839.8916292422
3.69,3.3146840794,3.3576447209,3.2705775272,0.0429765656,2230.0897462862,865.1578972849,1899.1767910346,534.2449420333,1.6194030663,1839.1767910346,594.2449420333,330.9129552516,3.6900026809,3.8353453581,3.544651961,2.68085991266709E-006,3.69,838.8204996137,838.8204996128
3.68,3.3116870802,3.3546855861,3.267539544,0.0430145737,2221.7069014297,861.2069186747,1892.5850820248,532.0850992698,1.6185510924,1832.5850820248,592.0850992698,329.1218194049,3.680002688,3.8252138773,3.5347834347,0.000002688,3.68,837.7483206783,837.7483206805
3.67,3.3086846467,3.3517211518,3.2644959748,0.0430527169,2213.3347836151,857.2627882802,1885.999239444,529.9272441091,1.6176990291,1825.999239444,589.9272441091,327.3355441711,3.6700026951,3.8150821579,3.524915147,2.69513602139703E-006,3.67,836.6750877095,836.6750877099
3.66,3.3056767543,3.3487513941,3.261446794,0.043090996,2204.973403419,853.3255097389,1879.4192738688,527.7713801887,1.6168468806,1819.4192738688,587.7713801887,325.5541295502,3.6600027023,3.8049501988,3.5150470988,2.70233133306144E-006,3.66,835.600795947,835.6007959448
3.65,3.3026633781,3.345776289,3.2583919755,0.0431294118,2196.6227714711,849.3950867068,1872.8451959289,525.6175111647,1.6159946514,1812.8451959289,585.6175111647,323.7775755421,3.6500027096,3.794817999,3.5051792915,2.70956520351485E-006,3.65,834.5254405959,834.5254405967
3.64,3.2996444929,3.3427958122,3.2553314935,0.0431679654,2188.2828984072,845.4715228428,1866.2770162602,523.4656406958,1.6151423458,1806.2770162602,583.4656406958,322.005882147,3.6400027168,3.7846855573,3.4953117259,2.71683797472752E-006,3.64,833.449016826,833.4490168269
3.63,3.2966200736,3.3398099394,3.2522653215,0.0432066575,2179.9537949379,841.5548218312,1859.7147455732,521.3157724665,1.6142899683,1799.7147455732,581.3157724665,320.2390493647,3.6300027241,3.7745528726,3.4854444032,2.72414995909306E-006,3.63,832.3715197722,832.3715197711
3.62,3.2935900947,3.3368186461,3.2491934333,0.043245489,2171.6354718373,837.6449873781,1853.158394642,519.1679101828,1.6134375237,1793.158394642,579.1679101828,318.4770771953,3.6200027315,3.7644199438,3.4755773247,2.73150145191089E-006,3.62,831.292944534,831.2929445346
3.61,3.2905545306,3.3338219074,3.2461158021,0.0432844608,2163.3279398921,833.7420231948,1846.6079742533,517.022057556,1.6125850165,1786.6079742533,577.022057556,316.7199656388,3.6100027389,3.7542867698,3.4657104913,2.73889280134021E-006,3.61,830.2132861746,830.2132861736
3.6,3.2875133555,3.3308196985,3.243032401,0.0433235737,2155.0312099784,829.845933023,1840.0634952832,514.8782183278,1.6117324514,1780.0634952832,574.8782183278,314.9677146952,3.6000027463,3.7441533495,3.4558439042,2.74632430825836E-006,3.6,829.1325397213,829.1325397226
3.59,3.2844665434,3.3278119942,3.2399432031,0.0433628287,2146.7452929815,825.9567206081,1833.5249686171,512.7363962437,1.6108798335,1773.5249686171,572.7363962437,313.2203243644,3.5900027538,3.7340196817,3.4459775645,2.75379632368995E-006,3.59,828.0507001641,828.0507001642
3.58,3.2814140681,3.3247987694,3.236848181,0.0434022267,2138.4701998747,822.0743897256,1826.9924052282,510.5965950791,1.6100271675,1766.9924052282,570.5965950791,311.4777946465,3.5800027613,3.7238857652,3.4361114735,2.76130916528181E-006,3.58,826.9677624567,826.9677624582
3.57,3.2783559032,3.3217799984,3.2337473073,0.0434417687,2130.2059416501,818.1989441583,1820.4658161086,508.4588186167,1.6091744586,1760.4658161086,568.4588186167,309.7401255415,3.5700027689,3.7137515989,3.4262456322,2.76886318424159E-006,3.57,825.8837215147,825.883721515
3.56,3.2752920221,3.3187556556,3.2306405544,0.0434814555,2121.9525293778,814.3303877151,1813.9452123284,506.3230706657,1.6083217118,1753.9452123284,566.3230706657,308.0073170494,3.5600027765,3.7036171817,3.4163800419,2.77645870534344E-006,3.56,824.7985722166,824.7985722171
3.55,3.272222398,3.3157257153,3.2275278944,0.043521288,2113.7099741593,810.4687242169,1807.4306049891,504.1893550467,1.6074689323,1747.4306049891,564.1893550467,306.2793691702,3.5500027841,3.6934825123,3.4065147036,2.78409608562013E-006,3.55,823.712309402,823.7123094017
3.54,3.269147004,3.3126901512,3.2244092991,0.0435612672,2105.4782871621,806.6139575067,1800.9220052583,502.0576756029,1.6066161254,1740.9220052583,562.0576756029,304.5562819038,3.5400027918,3.6833475895,3.3966496187,2.79177565565665E-006,3.54,822.6249278726,822.6249278725
3.53,3.2660658128,3.3096489373,3.2212847403,0.0436013942,2097.2574795923,802.7660914416,1794.4194243419,499.9280361912,1.6057632966,1734.4194243419,559.9280361912,302.8380552504,3.5300027995,3.6732124122,3.3867847883,2.79949779048724E-006,3.53,821.5364223904,821.5364223892
3.52,3.2629787971,3.306602047,3.2181541895,0.0436416697,2089.0475627256,798.9251299023,1787.9228735158,497.8004406925,1.6049104512,1727.9228735158,557.8004406925,301.1246892098,3.5200028073,3.6630769792,3.3769202135,2.8072628198632E-006,3.52,820.4467876787,820.4467876784
3.51,3.2598859292,3.3035494538,3.2150176179,0.0436820948,2080.8485478735,795.0910767825,1781.4323640914,495.6748930004,1.604057595,1721.4323640914,555.6748930004,299.4161837821,3.5100028151,3.6529412893,3.3670558957,2.81507111664321E-006,3.51,819.3560184205,819.3560184205
3.5,3.2567871814,3.3004911307,3.2118749966,0.0437226705,2072.6604464073,791.2639359966,1774.9479074401,493.5513970294,1.6032047336,1714.9479074401,553.5513970294,297.7125389673,3.5000028229,3.6428053411,3.3571918359,2.82292304777977E-006,3.5,818.2641092589,818.2641092583
3.49,3.2536825256,3.2974270507,3.2087262964,0.0437633977,2064.483269759,787.4437114799,1768.4695149937,491.4299567146,1.6023518728,1708.4695149937,551.4299567146,296.0137547653,3.4900028308,3.6326691336,3.3473280356,2.83081897176195E-006,3.49,817.1710547962,817.1710547962
3.48,3.2505719335,3.2943571867,3.2055714878,0.0438042775,2056.3170294039,783.6304071829,1761.9971982276,489.3105760066,1.6014990184,1701.9971982276,549.3105760066,294.3198311762,3.4800028388,3.6225326654,3.3374644958,2.83875927057991E-006,3.48,816.0768495937,816.0768495939
3.47,3.2474553768,3.291281511,3.2024105413,0.0438453109,2048.1617368792,779.8240270777,1755.5309686792,487.1932588777,1.6006461766,1695.5309686792,547.1932588777,292.6307682001,3.4700028467,3.6123959354,3.3276012179,2.84674430486778E-006,3.47,814.9814881713,814.981488172
3.46,3.2443328267,3.2881999962,3.199243427,0.0438864988,2040.01740377,776.0245751532,1749.0708379332,485.0780093164,1.5997933533,1689.0708379332,545.0780093164,290.9465658368,3.4600028548,3.6022589421,3.3177382031,2.85477447072258E-006,3.46,813.8849650069,813.8849650067
3.45,3.2412042543,3.2851126142,3.1960701147,0.0439278423,2031.8840417252,772.2320554202,1742.6168176388,482.9648313339,1.5989405549,1682.6168176388,542.9648313339,289.2672240863,3.4500028628,3.5921216845,3.3078754527,2.86285014466877E-006,3.45,812.7872745359,812.7872745349
3.44,3.2380696306,3.2820193371,3.1928905742,0.0439693425,2023.7616624533,768.4464719104,1736.1689195045,480.8537289615,1.5980877877,1676.1689195045,540.8537289615,287.5927429488,3.440002871,3.5819841611,3.2980129679,0.000002871,3.44,811.6884111513,811.6884111522
3.43,3.2349289261,3.2789201364,3.1897047749,0.0440110003,2015.6502776958,764.6678286672,1729.7271552716,478.744706243,1.597235058,1669.7271552716,538.744706243,285.9231224242,3.4300028791,3.5718463708,3.2881507501,2.87913957714578E-006,3.43,810.5883692023,810.588369202
3.42,3.2317821113,3.2758149838,3.186512686,0.0440528169,2007.5498992787,760.896129763,1723.2915367663,476.6377672506,1.5963823726,1663.2915367663,536.6377672506,284.2583625124,3.4200028874,3.5617083121,3.2782888005,2.88735412894018E-006,3.42,809.4871429948,809.4871429947
