# Mass density, Pressure, Baryonic density
# Mev/fm^3, Mev/fm^3, fm^-3
5.349e+15, 6.9711722e+35, 1e+39
5.33117e+15, 7.0384646e+35, 1e+39
5.31334e+15, 7.105757e+35, 1e+39
5.29551e+15, 7.1730494e+35, 1e+39
5.27768e+15, 7.2371374e+35, 1e+39
5.25985e+15, 7.2996232e+35, 1e+39
5.24202e+15, 7.3605068e+35, 1e+39
5.22419e+15, 7.4197882e+35, 1e+39
5.20636e+15, 7.4774674e+35, 1e+39
5.18853e+15, 7.5351466e+35, 1e+39
5.1707e+15, 7.5896214e+35, 1e+39
5.15287e+15, 7.6440962e+35, 1e+39
5.13504e+15, 7.6953666e+35, 1e+39
5.11721e+15, 7.746637e+35, 1e+39
5.09938e+15, 7.7963052e+35, 1e+39
5.08155e+15, 7.8443712e+35, 1e+39
5.06372e+15, 7.890835e+35, 1e+39
5.04589e+15, 7.9356966e+35, 1e+39
5.02806e+15, 7.9805582e+35, 1e+39
5.01023e+15, 8.0222154e+35, 1e+39
4.9924e+15, 8.0638726e+35, 1e+39
4.97457e+15, 8.1039276e+35, 1e+39
4.95674e+15, 8.1423804e+35, 1e+39
4.93891e+15, 8.179231e+35, 1e+39
4.92108e+15, 8.2160816e+35, 1e+39
4.90325e+15, 8.25133e+35, 1e+39
4.88542e+15, 8.2849762e+35, 1e+39
4.86759e+15, 8.3170202e+35, 1e+39
4.84976e+15, 8.347462e+35, 1e+39
4.83193e+15, 8.3779038e+35, 1e+39
4.8141e+15, 8.4051412e+35, 1e+39
4.79627e+15, 8.4323786e+35, 1e+39
4.77844e+15, 8.459616e+35, 1e+39
4.76061e+15, 8.483649e+35, 1e+39
4.74278e+15, 8.507682e+35, 1e+39
4.72495e+15, 8.5301128e+35, 1e+39
4.70712e+15, 8.5525436e+35, 1e+39
4.68929e+15, 8.57177e+35, 1e+39
4.67146e+15, 8.5909964e+35, 1e+39
4.65363e+15, 8.6102228e+35, 1e+39
4.6358e+15, 8.6262448e+35, 1e+39
4.61797e+15, 8.6422668e+35, 1e+39
4.60014e+15, 8.6566866e+35, 1e+39
4.58231e+15, 8.6711064e+35, 1e+39
4.56448e+15, 8.683924e+35, 1e+39
4.54665e+15, 8.6951394e+35, 1e+39
4.52882e+15, 8.7063548e+35, 1e+39
4.51099e+15, 8.715968e+35, 1e+39
4.49316e+15, 8.723979e+35, 1e+39
4.47533e+15, 8.73199e+35, 1e+39
4.4575e+15, 8.7383988e+35, 1e+39
4.43967e+15, 8.7448076e+35, 1e+39
4.42184e+15, 8.7496142e+35, 1e+39
4.40401e+15, 8.7528186e+35, 1e+39
4.38618e+15, 8.756023e+35, 1e+39
4.36835e+15, 8.7576252e+35, 1e+39
4.35052e+15, 8.7576252e+35, 1e+39
4.33269e+15, 8.7576252e+35, 1e+39
4.31486e+15, 8.7576252e+35, 1e+39
